,apr_folder,repair_time
285,simfix_0,0 days 02:00:58
286,nopol_1,0 days 01:03:44
287,simfix_2,0 days 06:00:19
288,dynamoth_1,0 days 02:00:14
289,simfix_1,0 days 01:38:54
290,simfix_1,0 days 00:13:21
291,tbar_1,0 days 03:01:28
292,tbar_1,0 days 02:44:18
293,tbar_0,0 days 02:05:26
294,simfix_0,0 days 02:06:21
295,nopol_1,0 days 00:33:02
296,dynamoth_1,0 days 00:03:59
297,tbar_0,0 days 01:08:45
298,simfix_0,0 days 02:02:55
299,nopol_1,0 days 00:01:13
300,dynamoth_1,0 days 00:00:08
301,tbar_1,0 days 00:02:22
302,tbar_2,0 days 04:13:56
303,tbar_0,0 days 02:01:56
304,simfix_0,0 days 02:01:17
305,nopol_1,0 days 00:23:58
306,dynamoth_1,0 days 00:26:26
307,tbar_0,0 days 02:01:41
308,simfix_0,0 days 02:03:27
309,nopol_1,0 days 00:03:46
310,dynamoth_1,0 days 00:01:47
311,simfix_1,0 days 03:25:02
312,tbar_1,0 days 02:39:22
313,tbar_0,0 days 02:04:59
314,simfix_0,0 days 00:45:07
315,nopol_1,0 days 00:13:16
316,dynamoth_1,0 days 00:00:15
317,tbar_1,0 days 02:33:45
318,tbar_1,0 days 00:09:03
319,nopol_2,0 days 00:01:56
320,nopol_3,0 days 00:01:22
321,tbar_0,0 days 02:01:53
322,simfix_0,0 days 02:02:03
323,nopol_1,0 days 00:08:09
324,dynamoth_1,0 days 00:24:12
325,simfix_1,0 days 03:37:10
326,tbar_0,0 days 02:03:24
327,simfix_0,0 days 02:14:43
328,nopol_1,0 days 00:01:58
329,simfix_2,0 days 04:15:32
330,dynamoth_1,0 days 00:00:19
331,simfix_1,0 days 02:47:04
332,nopol_2,0 days 00:08:24
333,nopol_3,0 days 00:06:55
334,simfix_1,0 days 02:13:50
335,tbar_1,0 days 02:29:41
336,tbar_0,0 days 02:02:27
337,simfix_0,0 days 02:02:01
338,nopol_1,0 days 01:01:45
339,dynamoth_1,0 days 00:01:26
340,tbar_0,0 days 02:03:13
341,simfix_0,0 days 02:55:39
342,nopol_1,0 days 00:10:00
343,dynamoth_1,0 days 00:08:17
344,simfix_1,0 days 03:36:36
345,tbar_1,0 days 00:07:06
346,nopol_2,0 days 00:02:02
347,nopol_3,0 days 01:35:35
348,tbar_0,0 days 02:21:38
349,simfix_0,0 days 02:18:30
350,nopol_1,0 days 00:12:54
351,dynamoth_1,0 days 00:01:22
352,tbar_0,0 days 00:37:00
353,simfix_0,0 days 00:35:13
354,nopol_1,0 days 00:01:21
355,dynamoth_1,0 days 00:00:14
356,simfix_1,0 days 01:26:35
357,tbar_0,0 days 02:02:39
358,simfix_0,0 days 02:03:28
359,nopol_1,0 days 00:17:43
360,dynamoth_1,0 days 00:00:28
361,tbar_0,0 days 02:08:19
362,simfix_0,0 days 02:01:57
363,nopol_1,0 days 00:52:30
364,dynamoth_1,0 days 00:07:43
365,simfix_1,0 days 00:37:54
366,tbar_0,0 days 02:02:49
367,simfix_0,0 days 02:01:49
368,nopol_1,0 days 00:15:03
369,dynamoth_1,0 days 00:00:56
370,tbar_0,0 days 02:10:33
371,simfix_0,0 days 03:35:38
372,nopol_1,0 days 00:02:13
373,dynamoth_1,0 days 00:00:37
374,simfix_1,0 days 03:32:51
375,simfix_1,0 days 02:21:07
376,tbar_1,0 days 00:31:19
377,simfix_2,0 days 05:54:45
378,nopol_2,0 days 00:02:06
379,nopol_3,0 days 02:15:31
380,tbar_0,0 days 00:28:39
381,simfix_0,0 days 02:02:23
382,nopol_1,0 days 00:02:00
383,dynamoth_1,0 days 00:00:15
384,tbar_1,0 days 00:00:33
385,tbar_2,0 days 05:15:12
386,nopol_2,0 days 00:06:45
387,nopol_3,0 days 02:19:32
388,simfix_1,0 days 02:15:49
389,tbar_0,0 days 02:00:38
390,simfix_0,0 days 02:02:09
391,nopol_1,0 days 00:16:50
392,dynamoth_1,0 days 00:00:24
393,tbar_1,0 days 00:02:54
394,tbar_2,0 days 04:44:36
395,tbar_1,0 days 02:26:41
396,nopol_2,0 days 00:01:35
397,nopol_3,0 days 01:53:51
398,tbar_1,0 days 02:59:00
399,tbar_0,0 days 00:05:22
400,simfix_0,0 days 02:00:54
401,nopol_1,0 days 00:13:07
402,dynamoth_1,0 days 00:00:14
403,tbar_0,0 days 02:00:37
404,simfix_0,0 days 02:01:48
405,nopol_1,0 days 01:05:12
406,dynamoth_1,0 days 00:21:10
407,simfix_1,0 days 03:19:58
408,tbar_1,0 days 00:11:03
409,nopol_2,0 days 00:02:29
410,nopol_3,0 days 00:00:14
411,tbar_0,0 days 02:03:06
412,simfix_0,0 days 02:01:12
413,nopol_1,0 days 00:37:20
414,dynamoth_1,0 days 00:08:37
415,tbar_1,0 days 00:01:10
416,simfix_2,0 days 04:14:59
417,tbar_2,0 days 04:30:43
418,tbar_0,0 days 00:07:14
419,simfix_0,0 days 00:00:09
420,nopol_1,0 days 00:01:56
421,dynamoth_1,0 days 00:00:10
422,tbar_0,0 days 02:02:58
423,simfix_0,0 days 02:05:49
424,nopol_1,0 days 00:10:09
425,dynamoth_1,0 days 00:04:38
426,tbar_1,0 days 03:46:59
427,simfix_2,0 days 04:54:45
428,tbar_1,0 days 02:22:42
429,simfix_2,0 days 03:57:58
430,simfix_2,0 days 05:35:24
431,simfix_1,0 days 03:19:27
432,simfix_1,0 days 02:12:45
433,tbar_0,0 days 02:03:49
434,simfix_0,0 days 02:06:52
435,nopol_1,0 days 00:01:53
436,simfix_2,0 days 02:16:34
437,dynamoth_1,0 days 00:00:24
438,tbar_1,0 days 02:18:31
439,nopol_2,0 days 00:03:10
440,nopol_3,0 days 02:00:42
441,tbar_1,0 days 02:44:36
442,tbar_0,0 days 02:00:13
443,simfix_0,0 days 02:02:53
444,nopol_1,0 days 00:14:07
445,dynamoth_1,0 days 00:00:20
446,tbar_1,0 days 00:09:25
447,nopol_2,0 days 00:02:29
448,nopol_3,0 days 02:00:28
449,tbar_0,0 days 02:02:50
450,simfix_0,0 days 02:06:09
451,nopol_1,0 days 00:01:18
452,dynamoth_1,0 days 00:20:49
453,tbar_0,0 days 02:03:48
454,simfix_0,0 days 03:07:46
455,nopol_1,0 days 00:09:15
456,dynamoth_1,0 days 00:00:19
457,simfix_2,0 days 06:00:16
458,simfix_1,0 days 02:54:05
459,tbar_1,0 days 03:00:51
460,nopol_2,0 days 00:01:23
461,nopol_3,0 days 01:35:37
462,tbar_0,0 days 02:00:18
463,simfix_0,0 days 02:59:11
464,nopol_1,0 days 01:07:30
465,dynamoth_1,0 days 01:21:34
466,simfix_1,0 days 01:22:51
467,tbar_0,0 days 00:00:02
468,simfix_0,0 days 02:10:46
469,nopol_1,0 days 00:13:12
470,dynamoth_1,0 days 00:00:09
471,tbar_0,0 days 03:23:58
472,simfix_0,0 days 00:04:06
473,nopol_1,0 days 00:18:35
474,dynamoth_1,0 days 00:15:28
475,tbar_1,0 days 00:08:15
476,tbar_1,0 days 00:01:46
477,simfix_2,0 days 04:16:00
478,tbar_2,0 days 04:18:21
479,simfix_1,0 days 06:01:29
480,simfix_1,0 days 00:27:22
481,tbar_1,0 days 02:23:25
482,simfix_1,0 days 02:23:48
483,tbar_1,0 days 00:00:14
484,tbar_2,0 days 04:18:36
485,simfix_1,0 days 02:12:54
486,tbar_1,0 days 02:06:35
487,simfix_1,0 days 02:21:23
488,nopol_2,0 days 00:09:15
489,nopol_3,0 days 01:06:39
490,tbar_0,0 days 02:02:43
491,simfix_0,0 days 02:19:19
492,nopol_1,0 days 00:26:48
493,dynamoth_1,0 days 00:00:38
494,tbar_0,0 days 01:18:45
495,simfix_0,0 days 02:10:26
496,nopol_1,0 days 00:51:04
497,dynamoth_1,0 days 00:02:39
498,simfix_1,0 days 01:22:19
499,nopol_2,0 days 00:01:03
500,nopol_3,0 days 00:00:22
501,tbar_1,0 days 02:24:44
502,nopol_2,0 days 00:03:01
503,nopol_3,0 days 02:04:58
504,simfix_1,0 days 00:32:17
505,tbar_0,0 days 02:08:25
506,simfix_0,0 days 00:14:59
507,nopol_1,0 days 00:01:56
508,dynamoth_1,0 days 00:00:16
509,simfix_1,0 days 02:24:05
510,tbar_1,0 days 00:01:10
511,tbar_0,0 days 02:12:09
512,simfix_0,0 days 02:31:15
513,nopol_1,0 days 00:11:02
514,dynamoth_1,0 days 00:00:12
515,tbar_0,0 days 02:02:00
516,simfix_0,0 days 02:06:11
517,nopol_1,0 days 00:19:41
518,simfix_2,0 days 05:28:36
519,dynamoth_1,0 days 00:02:46
520,tbar_0,0 days 02:13:03
521,simfix_0,0 days 02:07:47
522,nopol_1,0 days 00:28:37
523,dynamoth_1,0 days 00:01:12
524,tbar_1,0 days 03:09:44
525,simfix_2,0 days 04:04:59
526,tbar_1,0 days 00:04:33
527,nopol_2,0 days 00:05:42
528,nopol_3,0 days 02:00:16
529,tbar_0,0 days 02:00:46
530,simfix_0,0 days 02:01:13
531,nopol_1,0 days 01:06:39
532,dynamoth_1,0 days 00:29:27
533,tbar_0,0 days 02:04:08
534,simfix_0,0 days 02:03:56
535,nopol_1,0 days 00:03:47
536,dynamoth_1,0 days 00:01:59
537,simfix_1,0 days 03:07:50
538,tbar_1,0 days 00:10:29
539,tbar_2,0 days 04:47:37
540,nopol_2,0 days 00:05:24
541,nopol_3,0 days 00:13:00
542,simfix_1,0 days 00:49:03
543,simfix_1,0 days 02:49:41
544,simfix_1,0 days 01:20:01
545,tbar_1,0 days 00:41:40
546,simfix_2,0 days 04:27:54
547,nopol_2,0 days 00:02:26
548,nopol_3,0 days 00:00:14
549,tbar_1,0 days 00:02:16
550,tbar_1,0 days 00:01:17
551,simfix_2,0 days 04:19:44
552,tbar_2,0 days 04:59:29
553,nopol_2,0 days 00:03:35
554,nopol_3,0 days 00:12:27
555,tbar_0,0 days 02:24:26
556,simfix_0,0 days 02:39:51
557,nopol_1,0 days 00:10:16
558,dynamoth_1,0 days 00:44:30
559,simfix_1,0 days 02:54:04
560,tbar_0,0 days 03:13:46
561,simfix_0,0 days 00:44:03
562,nopol_1,0 days 00:07:50
563,dynamoth_1,0 days 00:01:18
564,tbar_1,0 days 00:12:28
565,tbar_2,0 days 04:06:16
566,nopol_2,0 days 00:02:20
567,nopol_3,0 days 00:22:46
568,simfix_1,0 days 01:40:14
569,tbar_0,0 days 02:19:02
570,simfix_0,0 days 01:39:52
571,nopol_1,0 days 00:02:29
572,dynamoth_1,0 days 00:01:12
573,tbar_0,0 days 02:06:06
574,simfix_0,0 days 02:08:37
575,nopol_1,0 days 00:52:13
576,dynamoth_1,0 days 00:26:50
577,tbar_0,0 days 02:01:06
578,simfix_0,0 days 02:01:03
579,nopol_1,0 days 00:08:11
580,dynamoth_1,0 days 00:00:23
581,tbar_1,0 days 00:00:17
582,tbar_2,0 days 04:09:53
583,tbar_1,0 days 00:00:17
584,tbar_2,0 days 05:22:53
585,tbar_1,0 days 02:54:16
586,tbar_0,0 days 02:01:20
587,simfix_0,0 days 02:01:33
588,nopol_1,0 days 00:05:55
589,dynamoth_1,0 days 00:00:08
590,tbar_1,0 days 00:00:18
591,tbar_2,0 days 05:18:46
592,tbar_0,0 days 02:02:23
593,simfix_0,0 days 02:01:26
594,nopol_1,0 days 00:18:04
595,dynamoth_1,0 days 00:00:49
596,tbar_1,0 days 02:12:58
597,simfix_1,0 days 00:11:31
598,simfix_1,0 days 03:01:59
599,simfix_1,0 days 02:08:53
600,tbar_1,0 days 00:00:25
601,nopol_2,0 days 00:04:09
602,nopol_3,0 days 00:39:28
603,simfix_1,0 days 02:08:32
604,simfix_1,0 days 03:46:59
605,tbar_0,0 days 02:19:36
606,simfix_0,0 days 02:30:06
607,nopol_1,0 days 00:17:56
608,dynamoth_1,0 days 00:00:17
609,tbar_1,0 days 00:01:41
610,tbar_2,0 days 04:35:07
611,tbar_1,0 days 02:22:50
612,nopol_2,0 days 00:04:04
613,nopol_3,0 days 00:53:45
614,tbar_1,0 days 00:00:29
615,simfix_1,0 days 01:02:14
616,tbar_0,0 days 02:49:14
617,simfix_0,0 days 02:25:51
618,nopol_1,0 days 00:17:33
619,dynamoth_1,0 days 00:00:26
620,tbar_0,0 days 02:01:29
621,simfix_0,0 days 03:13:35
622,nopol_1,0 days 00:16:01
623,simfix_2,0 days 04:43:29
624,dynamoth_1,0 days 00:15:02
625,tbar_0,0 days 01:16:20
626,simfix_0,0 days 02:03:41
627,nopol_1,0 days 00:11:58
628,dynamoth_1,0 days 00:03:45
629,simfix_1,0 days 02:03:23
630,tbar_0,0 days 02:06:32
631,simfix_0,0 days 00:04:45
632,nopol_1,0 days 00:07:04
633,dynamoth_1,0 days 00:00:16
634,tbar_0,0 days 02:24:42
635,simfix_0,0 days 02:40:30
636,nopol_1,0 days 00:08:07
637,dynamoth_1,0 days 00:12:58
638,simfix_1,0 days 02:56:55
639,tbar_0,0 days 00:03:13
640,simfix_0,0 days 00:14:59
641,nopol_1,0 days 00:09:10
642,dynamoth_1,0 days 00:00:16
643,tbar_1,0 days 00:05:37
644,tbar_2,0 days 04:21:27
645,tbar_1,0 days 02:35:27
646,nopol_2,0 days 00:01:55
647,nopol_3,0 days 00:00:11
648,nopol_2,0 days 00:05:58
649,nopol_3,0 days 00:13:57
650,simfix_1,0 days 00:36:17
651,tbar_1,0 days 00:01:21
652,tbar_2,0 days 04:04:12
653,tbar_1,0 days 04:05:49
654,tbar_2,0 days 05:47:44
655,tbar_1,0 days 00:08:45
656,nopol_2,0 days 00:01:20
657,nopol_3,0 days 00:01:05
658,simfix_1,0 days 00:38:00
659,simfix_1,0 days 02:11:25
660,tbar_1,0 days 00:12:19
661,tbar_2,0 days 04:37:18
662,tbar_0,0 days 02:31:36
663,simfix_0,0 days 03:02:42
664,nopol_1,0 days 00:14:09
665,dynamoth_1,0 days 00:00:14
666,tbar_1,0 days 00:04:50
667,tbar_2,0 days 04:39:45
668,tbar_0,0 days 02:40:21
669,simfix_0,0 days 03:36:38
670,nopol_1,0 days 01:06:30
671,dynamoth_1,0 days 02:00:12
672,simfix_1,0 days 03:47:20
673,simfix_1,0 days 03:06:12
674,tbar_1,0 days 00:00:19
675,nopol_2,0 days 00:05:14
676,nopol_3,0 days 00:24:24
677,tbar_0,0 days 02:08:18
678,simfix_0,0 days 02:25:26
679,nopol_1,0 days 00:59:33
680,dynamoth_1,0 days 00:44:04
