,ori_apr,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory,filter_pass_all,filter_pass_file,insufficient_memory_2,vm_error,repeated_timeout_executions
26,simfix_0,simfix_3,quixbugs,FIND_IN_SORTED_,0.903,1.3439999999999999,0.0,0.719,0.129,2,7,0,NO,NO,,NO,NO,NO
27,tbar_2,tbar_1,quixbugs,FIND_IN_SORTED_,184.9989999999999,1.3459999999999999,0.0,136.4079999999999,47.077,259,1327,yes,NO,NO,,NO,NO,NO
28,tbar_2,tbar_2,quixbugs,FIND_IN_SORTED_,189.43099999999987,1.3459999999999999,0.0,136.4079999999999,51.508999999999986,259,657,yes,NO,NO,,NO,NO,NO
29,tbar_2,tbar_3,quixbugs,FIND_IN_SORTED_,187.99399999999991,1.3459999999999999,0.0,136.4079999999999,50.072,259,1582,yes,NO,NO,,NO,NO,NO
30,dynamoth_1,dynamoth_1,quixbugs,FIND_IN_SORTED_,4.324999999999999,1.343,3.9559999999999995,0.08399999999999999,0.369,2,14,0,NO,NO,,NO,-,NO
31,dynamoth_2,dynamoth_2,quixbugs,FIND_IN_SORTED_,5.841,1.343,5.2250000000000005,0.14400000000000002,0.616,2,9,0,NO,NO,,NO,-,NO
32,dynamoth_3,dynamoth_3,quixbugs,FIND_IN_SORTED_,8.881,1.343,7.922000000000001,0.257,0.9590000000000001,2,14,0,NO,NO,,NO,-,NO
33,nopol_1,nopol_1,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,5.261,1.293,5.261,0,0,0,0,0,NO,NO,,NO,-,NO
34,nopol_2,nopol_2,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,6.314,1.293,6.314,0,0,0,0,0,NO,NO,,NO,-,NO
35,nopol_3,nopol_3,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,7.65,1.293,7.65,0,0,0,0,0,NO,NO,,NO,-,NO
36,simfix_0,simfix_1,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,0.0,1.2939999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
37,simfix_0,simfix_2,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,0.0,1.2939999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
38,simfix_0,simfix_3,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,0.0,1.2939999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
39,dynamoth_1,dynamoth_1,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,2.742,1.293,2.742,0,0,0,0,0,NO,NO,,NO,-,NO
40,dynamoth_2,dynamoth_2,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,4.912000000000001,1.293,4.912000000000001,0,0,0,0,0,NO,NO,,NO,-,NO
41,dynamoth_3,dynamoth_3,quixbugs,LONGEST_COMMON_SUBSEQUENCE_,3.493,1.293,3.493,0,0,0,0,0,NO,NO,,NO,-,NO
42,nopol_1,nopol_1,quixbugs,GCD_,27.812,1.317,27.812,0,0,0,0,0,NO,NO,,NO,-,NO
43,nopol_2,nopol_2,quixbugs,GCD_,28.221999999999998,1.317,28.221999999999998,0,0,0,0,0,NO,NO,,NO,-,NO
44,nopol_3,nopol_3,quixbugs,GCD_,29.141000000000002,1.317,29.141000000000002,0,0,0,0,0,NO,NO,,NO,-,NO
45,simfix_0,simfix_1,quixbugs,GCD_,0.0,1.3179999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
46,simfix_0,simfix_2,quixbugs,GCD_,0.0,1.3179999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
47,simfix_0,simfix_3,quixbugs,GCD_,0.0,1.3179999999999998,0.0,0,0,0,0,0,NO,NO,,NO,NO,NO
48,dynamoth_1,dynamoth_1,quixbugs,GCD_,0.683,1.317,0.683,0,0,0,0,0,NO,NO,,NO,-,NO
49,dynamoth_2,dynamoth_2,quixbugs,GCD_,1.108,1.317,1.108,0,0,0,0,0,NO,NO,,NO,-,NO
50,dynamoth_3,dynamoth_3,quixbugs,GCD_,0.843,1.317,0.843,0,0,0,0,0,NO,NO,,NO,-,NO
51,nopol_1,nopol_1,quixbugs,MERGESORT_,296.76500000000004,1.446,296.76500000000004,0,0,0,0,0,NO,NO,,NO,-,NO
52,nopol_2,nopol_2,quixbugs,MERGESORT_,315.212,1.446,315.212,0,0,0,0,0,NO,NO,,NO,-,NO
53,nopol_3,nopol_3,quixbugs,MERGESORT_,316.186,1.446,316.186,0,0,0,0,0,NO,NO,,NO,-,NO
54,simfix_0,simfix_1,quixbugs,MERGESORT_,16.166,1.4469999999999998,0.0,11.822,3.6790000000000003,29,377,0,NO,NO,,NO,NO,NO
55,simfix_0,simfix_2,quixbugs,MERGESORT_,14.905999999999999,1.4469999999999998,0.0,11.822,2.419,29,130,0,NO,NO,,NO,NO,NO
56,simfix_0,simfix_3,quixbugs,MERGESORT_,14.876999999999999,1.4469999999999998,0.0,11.822,2.3900000000000006,29,130,0,NO,NO,,NO,NO,NO
57,dynamoth_1,dynamoth_1,quixbugs,MERGESORT_,5.244999999999999,1.446,5.244999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
58,dynamoth_2,dynamoth_2,quixbugs,MERGESORT_,13.526,1.446,13.526,0,0,0,0,0,NO,NO,,NO,-,NO
59,dynamoth_3,dynamoth_3,quixbugs,MERGESORT_,14.083,1.446,14.083,0,0,0,0,0,NO,NO,,NO,-,NO
60,nopol_1,nopol_1,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,nopol_2,nopol_2,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,nopol_3,nopol_3,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,simfix_0,simfix_0,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,dynamoth_1,dynamoth_1,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,dynamoth_2,dynamoth_2,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,dynamoth_3,dynamoth_3,quixbugs,MINIMUM_SPANNING_TREE_,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,nopol_1,nopol_1,quixbugs,LEVENSHTEIN_,10.135,1.477,10.135,0,0,0,0,0,NO,NO,,NO,-,NO
68,nopol_2,nopol_2,quixbugs,LEVENSHTEIN_,15.309000000000001,1.477,15.309000000000001,0,0,0,0,0,NO,NO,,NO,-,NO
69,nopol_3,nopol_3,quixbugs,LEVENSHTEIN_,14.700000000000001,1.477,14.700000000000001,0,0,0,0,0,NO,NO,,NO,-,NO
70,simfix_0,simfix_1,quixbugs,LEVENSHTEIN_,0,1.479,0,0,0,0,0,0,NO,NO,,NO,NO,NO
71,simfix_0,simfix_2,quixbugs,LEVENSHTEIN_,0,1.479,0,0,0,0,0,0,NO,NO,,NO,NO,NO
72,simfix_0,simfix_3,quixbugs,LEVENSHTEIN_,0,1.479,0,0,0,0,0,0,NO,NO,,NO,NO,NO
73,dynamoth_1,dynamoth_1,quixbugs,LEVENSHTEIN_,9.381,1.477,9.381,0,0,0,0,0,NO,NO,,NO,-,NO
74,dynamoth_2,dynamoth_2,quixbugs,LEVENSHTEIN_,14.686,1.477,14.686,0,0,0,0,0,NO,NO,,NO,-,NO
75,dynamoth_3,dynamoth_3,quixbugs,LEVENSHTEIN_,13.872,1.477,13.872,0,0,0,0,0,NO,NO,,NO,-,NO
76,nopol_1,nopol_1,quixbugs,TOPOLOGICAL_ORDERING_,1.8820000000000003,1.168,1.8820000000000003,0,0,0,0,0,NO,NO,,NO,-,NO
77,nopol_2,nopol_2,quixbugs,TOPOLOGICAL_ORDERING_,1.943,1.168,1.943,0,0,0,0,0,NO,NO,,NO,-,NO
78,nopol_3,nopol_3,quixbugs,TOPOLOGICAL_ORDERING_,1.9439999999999997,1.168,1.9439999999999997,0,0,0,0,0,NO,NO,,NO,-,NO
79,simfix_0,simfix_1,quixbugs,TOPOLOGICAL_ORDERING_,16.005000000000003,1.17,0,12.113999999999995,3.7669999999999995,30,90,0,NO,NO,,NO,NO,NO
80,simfix_0,simfix_2,quixbugs,TOPOLOGICAL_ORDERING_,15.971,1.17,0,12.113999999999995,3.7329999999999997,30,90,0,NO,NO,,NO,NO,NO
81,simfix_0,simfix_3,quixbugs,TOPOLOGICAL_ORDERING_,16.024,1.17,0,12.113999999999995,3.7859999999999996,30,90,0,NO,NO,,NO,NO,NO
82,dynamoth_1,dynamoth_1,quixbugs,TOPOLOGICAL_ORDERING_,1.9480000000000004,1.168,1.9480000000000004,0,0,0,0,0,NO,NO,,NO,-,NO
83,dynamoth_2,dynamoth_2,quixbugs,TOPOLOGICAL_ORDERING_,4.662999999999999,1.168,4.662999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
84,dynamoth_3,dynamoth_3,quixbugs,TOPOLOGICAL_ORDERING_,4.365,1.168,4.365,0,0,0,0,0,NO,NO,,NO,-,NO
85,nopol_1,nopol_1,quixbugs,FLATTEN_,34.707,1.374,34.707,0,0,0,0,0,NO,NO,,NO,-,NO
86,nopol_2,nopol_2,quixbugs,FLATTEN_,39.617,1.374,39.617,0,0,0,0,0,NO,NO,,NO,-,NO
87,nopol_3,nopol_3,quixbugs,FLATTEN_,38.58,1.374,38.58,0,0,0,0,0,NO,NO,,NO,-,NO
88,simfix_0,simfix_1,quixbugs,FLATTEN_,0,1.3760000000000001,0,0,0,0,0,0,NO,NO,,NO,NO,NO
89,simfix_0,simfix_2,quixbugs,FLATTEN_,0,1.3760000000000001,0,0,0,0,0,0,NO,NO,,NO,NO,NO
90,simfix_0,simfix_3,quixbugs,FLATTEN_,0,1.3760000000000001,0,0,0,0,0,0,NO,NO,,NO,NO,NO
91,dynamoth_1,dynamoth_1,quixbugs,FLATTEN_,1.5199999999999998,1.374,1.5199999999999998,0,0,0,0,0,NO,NO,,NO,-,NO
92,dynamoth_2,dynamoth_2,quixbugs,FLATTEN_,4.996,1.374,4.996,0,0,0,0,0,NO,NO,,NO,-,NO
93,dynamoth_3,dynamoth_3,quixbugs,FLATTEN_,4.577,1.374,4.577,0,0,0,0,0,NO,NO,,NO,-,NO
94,nopol_1,nopol_1,quixbugs,POSSIBLE_CHANGE_,154.594,1.238,154.594,0,0,0,0,0,NO,NO,,NO,-,NO
95,nopol_2,nopol_2,quixbugs,POSSIBLE_CHANGE_,157.94,1.238,157.94,0,0,0,0,0,NO,NO,,NO,-,NO
96,nopol_3,nopol_3,quixbugs,POSSIBLE_CHANGE_,160.49300000000002,1.238,160.49300000000002,0,0,0,0,0,NO,NO,,NO,-,NO
97,simfix_0,simfix_1,quixbugs,POSSIBLE_CHANGE_,0,1.2389999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
98,simfix_0,simfix_2,quixbugs,POSSIBLE_CHANGE_,0,1.2389999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
99,simfix_0,simfix_3,quixbugs,POSSIBLE_CHANGE_,0,1.2389999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
100,dynamoth_1,dynamoth_1,quixbugs,POSSIBLE_CHANGE_,1.0959999999999999,1.238,1.0959999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
101,dynamoth_2,dynamoth_2,quixbugs,POSSIBLE_CHANGE_,3.8740000000000006,1.238,3.8740000000000006,0,0,0,0,0,NO,NO,,NO,-,NO
102,dynamoth_3,dynamoth_3,quixbugs,POSSIBLE_CHANGE_,4.593999999999999,1.238,4.593999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
103,nopol_1,nopol_1,quixbugs,SIEVE_,1.3379999999999999,1.217,1.3379999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
104,nopol_2,nopol_2,quixbugs,SIEVE_,4.372,1.217,4.372,0,0,0,0,0,NO,NO,,NO,-,NO
105,nopol_3,nopol_3,quixbugs,SIEVE_,4.612,1.217,4.612,0,0,0,0,0,NO,NO,,NO,-,NO
106,simfix_0,simfix_1,quixbugs,SIEVE_,2.6759999999999997,1.219,0,1.9859999999999998,0.557,5,35,0,NO,NO,,NO,NO,NO
107,simfix_0,simfix_2,quixbugs,SIEVE_,2.7659999999999996,1.219,0,1.9859999999999998,0.647,5,25,0,NO,NO,,NO,NO,NO
108,simfix_0,simfix_3,quixbugs,SIEVE_,2.7709999999999995,1.219,0,1.9859999999999998,0.652,5,30,0,NO,NO,,NO,NO,NO
109,tbar_2,tbar_1,quixbugs,SIEVE_,24.259,1.22,0,19.413,3.802000000000001,35,95,yes,NO,NO,,NO,NO,NO
110,tbar_2,tbar_2,quixbugs,SIEVE_,24.201,1.22,0,19.413,3.7440000000000007,35,96,yes,NO,NO,,NO,NO,NO
111,tbar_2,tbar_3,quixbugs,SIEVE_,24.106,1.22,0,19.413,3.6490000000000005,35,114,yes,NO,NO,,NO,NO,NO
112,dynamoth_1,dynamoth_1,quixbugs,SIEVE_,1.163,1.217,1.163,0,0,0,0,0,NO,NO,,NO,-,NO
113,dynamoth_2,dynamoth_2,quixbugs,SIEVE_,4.384,1.217,4.384,0,0,0,0,0,NO,NO,,NO,-,NO
114,dynamoth_3,dynamoth_3,quixbugs,SIEVE_,4.23,1.217,4.23,0,0,0,0,0,NO,NO,,NO,-,NO
115,nopol_1,nopol_1,quixbugs,QUICKSORT_,1.116,1.338,0.937,0.047,0.179,1,12,yes,NO,NO,,NO,-,NO
116,nopol_2,nopol_2,quixbugs,QUICKSORT_,1.258,1.338,0.9490000000000001,0.054,0.309,1,13,yes,NO,NO,,NO,-,NO
117,nopol_3,nopol_3,quixbugs,QUICKSORT_,1.112,1.338,0.901,0.074,0.21100000000000002,1,13,yes,NO,NO,,NO,-,NO
118,simfix_0,simfix_1,quixbugs,QUICKSORT_,14.116999999999999,1.34,0,9.480999999999998,4.301000000000002,23,906,0,NO,NO,,NO,NO,NO
119,simfix_0,simfix_2,quixbugs,QUICKSORT_,12.588999999999997,1.34,0,9.480999999999998,2.7729999999999997,23,22,0,NO,NO,,NO,NO,NO
120,simfix_0,simfix_3,quixbugs,QUICKSORT_,13.127999999999997,1.34,0,9.480999999999998,3.3119999999999994,23,286,0,NO,NO,,NO,NO,NO
121,tbar_2,tbar_1,quixbugs,QUICKSORT_,3.5210000000000004,1.341,0,2.2800000000000002,0.9049999999999999,5,60,yes,NO,NO,,NO,NO,NO
122,tbar_2,tbar_2,quixbugs,QUICKSORT_,3.670000000000001,1.341,0,2.2800000000000002,1.054,5,17,yes,NO,NO,,NO,NO,NO
123,tbar_2,tbar_3,quixbugs,QUICKSORT_,3.5380000000000003,1.341,0,2.2800000000000002,0.9219999999999999,5,65,yes,NO,NO,,NO,NO,NO
124,dynamoth_1,dynamoth_1,quixbugs,QUICKSORT_,0.86,1.338,0.644,0.061,0.216,1,12,yes,NO,NO,,NO,-,NO
125,dynamoth_2,dynamoth_2,quixbugs,QUICKSORT_,2.696,1.338,1.7660000000000002,0.086,0.9299999999999999,1,13,yes,NO,NO,,NO,-,NO
126,dynamoth_3,dynamoth_3,quixbugs,QUICKSORT_,2.115,1.338,1.5860000000000003,0.144,0.529,1,13,yes,NO,NO,,NO,-,NO
127,nopol_1,nopol_1,quixbugs,SHORTEST_PATHS_,2.137,1.242,2.137,0,0,0,0,0,NO,NO,,NO,-,NO
128,nopol_2,nopol_2,quixbugs,SHORTEST_PATHS_,4.649,1.242,4.649,0,0,0,0,0,NO,NO,,NO,-,NO
129,nopol_3,nopol_3,quixbugs,SHORTEST_PATHS_,4.786999999999999,1.242,4.786999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
130,simfix_0,simfix_1,quixbugs,SHORTEST_PATHS_,4.837,1.2429999999999999,0,3.7880000000000003,0.47100000000000003,9,48,0,NO,NO,,NO,NO,NO
131,simfix_0,simfix_2,quixbugs,SHORTEST_PATHS_,4.74,1.2429999999999999,0,3.7880000000000003,0.374,9,9,0,NO,NO,,NO,NO,NO
132,simfix_0,simfix_3,quixbugs,SHORTEST_PATHS_,4.741,1.2429999999999999,0,3.7880000000000003,0.375,9,9,0,NO,NO,,NO,NO,NO
133,dynamoth_1,dynamoth_1,quixbugs,SHORTEST_PATHS_,1.611,1.242,1.611,0,0,0,0,0,NO,NO,,NO,-,NO
134,dynamoth_2,dynamoth_2,quixbugs,SHORTEST_PATHS_,4.396999999999999,1.242,4.396999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
135,dynamoth_3,dynamoth_3,quixbugs,SHORTEST_PATHS_,4.197,1.242,4.197,0,0,0,0,0,NO,NO,,NO,-,NO
136,nopol_1,nopol_1,quixbugs,PASCAL_,1.8710000000000002,1.259,1.8710000000000002,0,0,0,0,0,NO,NO,,NO,-,NO
137,nopol_2,nopol_2,quixbugs,PASCAL_,2.2070000000000003,1.259,2.2070000000000003,0,0,0,0,0,NO,NO,,NO,-,NO
138,nopol_3,nopol_3,quixbugs,PASCAL_,3.3160000000000003,1.259,3.3160000000000003,0,0,0,0,0,NO,NO,,NO,-,NO
139,simfix_0,simfix_1,quixbugs,PASCAL_,2.773,1.261,0,2.417,0.286,6,30,0,NO,NO,,NO,NO,NO
140,simfix_0,simfix_2,quixbugs,PASCAL_,2.754,1.261,0,2.417,0.267,6,8,0,NO,NO,,NO,NO,NO
141,simfix_0,simfix_3,quixbugs,PASCAL_,2.745,1.261,0,2.417,0.258,6,10,0,NO,NO,,NO,NO,NO
142,tbar_2,tbar_1,quixbugs,PASCAL_,5.529,1.261,0,3.9869999999999997,0.8799999999999999,8,21,yes,NO,NO,,NO,NO,NO
143,tbar_2,tbar_2,quixbugs,PASCAL_,5.691000000000001,1.261,0,3.9869999999999997,1.0419999999999998,8,21,yes,NO,NO,,NO,NO,NO
144,tbar_2,tbar_3,quixbugs,PASCAL_,5.578,1.261,0,3.9869999999999997,0.929,8,25,yes,NO,NO,,NO,NO,NO
145,dynamoth_1,dynamoth_1,quixbugs,PASCAL_,1.9050000000000002,1.259,1.9050000000000002,0,0,0,0,0,NO,NO,,NO,-,NO
146,dynamoth_2,dynamoth_2,quixbugs,PASCAL_,2.065,1.259,2.065,0,0,0,0,0,NO,NO,,NO,-,NO
147,dynamoth_3,dynamoth_3,quixbugs,PASCAL_,1.796,1.259,1.796,0,0,0,0,0,NO,NO,,NO,-,NO
148,nopol_1,nopol_1,quixbugs,BUCKETSORT_,1.723,1.236,1.723,0,0,0,0,0,NO,NO,,NO,-,NO
149,nopol_2,nopol_2,quixbugs,BUCKETSORT_,2.167,1.236,2.167,0,0,0,0,0,NO,NO,,NO,-,NO
150,nopol_3,nopol_3,quixbugs,BUCKETSORT_,2.0149999999999997,1.236,2.0149999999999997,0,0,0,0,0,NO,NO,,NO,-,NO
151,simfix_0,simfix_1,quixbugs,BUCKETSORT_,0,1.2369999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
152,simfix_0,simfix_2,quixbugs,BUCKETSORT_,0,1.2369999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
153,simfix_0,simfix_3,quixbugs,BUCKETSORT_,0,1.2369999999999999,0,0,0,0,0,0,NO,NO,,NO,NO,NO
154,dynamoth_1,dynamoth_1,quixbugs,BUCKETSORT_,1.5290000000000004,1.236,1.5290000000000004,0,0,0,0,0,NO,NO,,NO,-,NO
155,dynamoth_2,dynamoth_2,quixbugs,BUCKETSORT_,1.7000000000000002,1.236,1.7000000000000002,0,0,0,0,0,NO,NO,,NO,-,NO
156,dynamoth_3,dynamoth_3,quixbugs,BUCKETSORT_,1.7229999999999999,1.236,1.7229999999999999,0,0,0,0,0,NO,NO,,NO,-,NO
157,nopol_1,nopol_1,quixbugs,SHUNTING_YARD_,2.4049999999999994,1.242,2.4049999999999994,0,0,0,0,0,NO,NO,,NO,-,NO
158,nopol_2,nopol_2,quixbugs,SHUNTING_YARD_,3.3059999999999996,1.242,3.3059999999999996,0,0,0,0,0,NO,NO,,NO,-,NO
159,nopol_3,nopol_3,quixbugs,SHUNTING_YARD_,3.387000000000001,1.242,3.387000000000001,0,0,0,0,0,NO,NO,,NO,-,NO
160,simfix_0,simfix_1,quixbugs,SHUNTING_YARD_,4.091000000000001,1.244,0,2.8890000000000002,0.96,7,72,0,NO,NO,,NO,NO,NO
161,simfix_0,simfix_2,quixbugs,SHUNTING_YARD_,3.9370000000000007,1.244,0,2.8890000000000002,0.806,7,24,0,NO,NO,,NO,NO,NO
162,simfix_0,simfix_3,quixbugs,SHUNTING_YARD_,3.936000000000001,1.244,0,2.8890000000000002,0.805,7,24,0,NO,NO,,NO,NO,NO
163,dynamoth_1,dynamoth_1,quixbugs,SHUNTING_YARD_,1.9329999999999996,1.242,1.9329999999999996,0,0,0,0,0,NO,NO,,NO,-,NO
164,dynamoth_2,dynamoth_2,quixbugs,SHUNTING_YARD_,2.1089999999999995,1.242,2.1089999999999995,0,0,0,0,0,NO,NO,,NO,-,NO
165,dynamoth_3,dynamoth_3,quixbugs,SHUNTING_YARD_,2.594,1.242,2.594,0,0,0,0,0,NO,NO,,NO,-,NO
166,nopol_1,nopol_1,quixbugs,TO_BASE_,22.211,1.425,22.211,0,0,0,0,0,NO,NO,,NO,-,NO
167,nopol_2,nopol_2,quixbugs,TO_BASE_,22.438,1.425,22.438,0,0,0,0,0,NO,NO,,NO,-,NO
168,nopol_3,nopol_3,quixbugs,TO_BASE_,22.661,1.425,22.661,0,0,0,0,0,NO,NO,,NO,-,NO
169,simfix_0,simfix_1,quixbugs,TO_BASE_,0,1.427,0,0,0,0,0,0,NO,NO,,NO,NO,NO
170,simfix_0,simfix_2,quixbugs,TO_BASE_,0,1.427,0,0,0,0,0,0,NO,NO,,NO,NO,NO
171,simfix_0,simfix_3,quixbugs,TO_BASE_,0,1.427,0,0,0,0,0,0,NO,NO,,NO,NO,NO
172,dynamoth_1,dynamoth_1,quixbugs,TO_BASE_,22.104999999999997,1.425,22.104999999999997,0,0,0,0,0,NO,NO,,NO,-,NO
173,dynamoth_2,dynamoth_2,quixbugs,TO_BASE_,22.295999999999996,1.425,22.295999999999996,0,0,0,0,0,NO,NO,,NO,-,NO
174,dynamoth_3,dynamoth_3,quixbugs,TO_BASE_,22.611,1.425,22.611,0,0,0,0,0,NO,NO,,NO,-,NO
175,nopol_1,nopol_1,quixbugs,LIS_,2.056,1.363,2.056,0,0,0,0,0,NO,NO,,NO,-,NO
176,nopol_2,nopol_2,quixbugs,LIS_,2.79,1.363,2.79,0,0,0,0,0,NO,NO,,NO,-,NO
177,nopol_3,nopol_3,quixbugs,LIS_,4.2090000000000005,1.363,4.2090000000000005,0,0,0,0,0,NO,NO,,NO,-,NO
178,simfix_0,simfix_1,quixbugs,LIS_,0.8459999999999999,1.365,0,0.475,0.138,1,8,0,NO,NO,,NO,NO,NO
179,simfix_0,simfix_2,quixbugs,LIS_,0.8499999999999999,1.365,0,0.475,0.142,1,4,0,NO,NO,,NO,NO,NO
180,simfix_0,simfix_3,quixbugs,LIS_,0.8499999999999999,1.365,0,0.475,0.142,1,4,0,NO,NO,,NO,NO,NO
181,dynamoth_1,dynamoth_1,quixbugs,LIS_,1.9030000000000005,1.363,1.9030000000000005,0,0,0,0,0,NO,NO,,NO,-,NO
182,dynamoth_2,dynamoth_2,quixbugs,LIS_,3.247,1.363,3.247,0,0,0,0,0,NO,NO,,NO,-,NO
