,apr_folder,repair_time
59,tbar_0,0 days 00:21:13
60,simfix_0,0 days 00:00:01
61,nopol_1,0 days 00:06:02
62,dynamoth_2,0 days 00:04:48
63,dynamoth_1,0 days 00:04:42
64,dynamoth_3,0 days 00:04:49
65,nopol_2,0 days 00:05:06
66,nopol_3,0 days 00:04:56
67,tbar_0,0 days 00:00:07
68,simfix_0,0 days 00:00:04
69,nopol_1,0 days 00:00:08
70,dynamoth_2,0 days 00:00:07
71,dynamoth_1,0 days 00:00:04
72,tbar_2,0 days 00:00:11
73,dynamoth_3,0 days 00:00:06
74,nopol_2,0 days 00:00:06
75,nopol_3,0 days 00:00:09
76,tbar_0,0 days 00:04:45
77,simfix_0,0 days 00:00:02
78,nopol_1,0 days 00:00:09
79,dynamoth_2,0 days 00:00:09
80,dynamoth_1,0 days 00:00:03
81,dynamoth_3,0 days 00:00:08
82,nopol_2,0 days 00:00:08
83,nopol_3,0 days 00:00:12
84,tbar_0,0 days 00:02:48
85,simfix_0,0 days 00:00:05
86,nopol_1,0 days 00:00:30
87,dynamoth_2,0 days 00:00:14
88,dynamoth_1,0 days 00:00:03
89,dynamoth_3,0 days 00:00:12
90,nopol_2,0 days 00:00:37
91,nopol_3,0 days 00:00:36
92,tbar_0,0 days 00:01:26
93,simfix_0,0 days 00:00:02
94,nopol_1,0 days 00:00:08
95,dynamoth_2,0 days 00:00:11
96,dynamoth_1,0 days 00:00:02
97,dynamoth_3,0 days 00:00:07
98,nopol_2,0 days 00:00:06
99,nopol_3,0 days 00:00:12
100,tbar_0,0 days 00:03:56
101,simfix_0,0 days 00:00:06
102,nopol_1,0 days 00:00:12
103,dynamoth_2,0 days 00:00:15
104,dynamoth_1,0 days 00:00:07
105,dynamoth_3,0 days 00:00:15
106,nopol_2,0 days 00:00:15
107,nopol_3,0 days 00:00:17
108,tbar_0,0 days 00:02:14
109,simfix_0,0 days 00:00:24
110,nopol_1,0 days 00:00:06
111,dynamoth_2,0 days 00:00:12
112,dynamoth_1,0 days 00:00:04
113,dynamoth_3,0 days 00:00:12
114,nopol_2,0 days 00:00:05
115,nopol_3,0 days 00:00:06
116,tbar_0,0 days 00:12:03
117,simfix_0,0 days 00:00:01
118,nopol_1,0 days 00:00:30
119,dynamoth_2,0 days 00:00:27
120,dynamoth_1,0 days 00:00:23
121,dynamoth_3,0 days 00:00:28
122,nopol_2,0 days 00:00:27
123,nopol_3,0 days 00:00:28
124,tbar_0,0 days 00:04:40
125,simfix_0,0 days 00:00:01
126,nopol_1,0 days 00:00:17
127,dynamoth_2,0 days 00:00:22
128,dynamoth_1,0 days 00:00:11
129,dynamoth_3,0 days 00:00:22
130,nopol_2,0 days 00:00:23
131,nopol_3,0 days 00:00:22
132,tbar_0,0 days 00:03:13
133,simfix_0,0 days 00:00:02
134,nopol_1,0 days 00:00:29
135,dynamoth_2,0 days 00:00:10
136,dynamoth_1,0 days 00:00:06
137,tbar_2,0 days 00:04:51
138,dynamoth_3,0 days 00:00:14
139,nopol_2,0 days 00:00:27
140,nopol_3,0 days 00:00:23
141,tbar_0,0 days 00:36:25
142,simfix_0,0 days 00:00:01
143,nopol_1,0 days 00:00:26
144,dynamoth_2,0 days 00:11:01
145,dynamoth_1,0 days 00:04:56
146,dynamoth_3,0 days 00:12:41
147,nopol_2,0 days 00:00:26
148,nopol_3,0 days 00:00:34
149,tbar_0,0 days 00:01:19
150,simfix_0,0 days 00:00:01
151,nopol_1,0 days 00:00:08
152,dynamoth_2,0 days 00:00:05
153,dynamoth_1,0 days 00:00:03
154,dynamoth_3,0 days 00:00:06
155,nopol_2,0 days 00:00:05
156,nopol_3,0 days 00:00:06
157,tbar_0,0 days 01:05:44
158,simfix_0,0 days 00:00:06
159,nopol_1,0 days 00:06:13
160,dynamoth_2,0 days 00:01:46
161,dynamoth_1,0 days 00:01:33
162,dynamoth_3,0 days 00:01:16
163,nopol_2,0 days 00:06:06
164,nopol_3,0 days 00:06:11
165,tbar_0,0 days 01:27:21
166,simfix_0,0 days 00:00:03
167,nopol_1,0 days 00:00:14
168,dynamoth_2,0 days 00:00:12
169,dynamoth_1,0 days 00:00:03
170,tbar_2,0 days 01:07:19
171,dynamoth_3,0 days 00:00:11
172,nopol_2,0 days 00:00:16
173,nopol_3,0 days 00:00:18
174,tbar_0,0 days 00:00:22
175,simfix_0,0 days 00:00:05
176,nopol_1,0 days 00:00:07
177,dynamoth_2,0 days 00:00:12
178,dynamoth_1,0 days 00:00:03
179,tbar_2,0 days 00:00:36
180,dynamoth_3,0 days 00:00:12
181,nopol_2,0 days 00:00:12
182,nopol_3,0 days 00:00:12
183,tbar_0,0 days 00:02:21
184,simfix_0,0 days 00:00:07
185,nopol_1,0 days 00:00:09
186,dynamoth_2,0 days 00:00:06
187,dynamoth_1,0 days 00:00:03
188,dynamoth_3,0 days 00:00:07
189,nopol_2,0 days 00:00:08
190,nopol_3,0 days 00:00:08
191,tbar_0,0 days 00:01:52
192,simfix_0,0 days 00:00:06
193,nopol_1,0 days 00:00:09
194,dynamoth_2,0 days 00:00:12
195,dynamoth_1,0 days 00:00:03
196,dynamoth_3,0 days 00:00:12
197,nopol_2,0 days 00:00:13
198,nopol_3,0 days 00:00:13
199,tbar_0,0 days 00:01:30
200,simfix_0,0 days 00:00:01
201,nopol_1,0 days 00:00:08
202,dynamoth_2,0 days 00:00:06
203,dynamoth_1,0 days 00:00:03
204,dynamoth_3,0 days 00:00:06
205,nopol_2,0 days 00:00:07
206,nopol_3,0 days 00:00:07
207,tbar_0,0 days 00:05:15
208,simfix_0,0 days 00:00:19
209,nopol_1,0 days 00:00:24
210,dynamoth_2,0 days 00:00:15
211,dynamoth_1,0 days 00:00:04
212,dynamoth_3,0 days 00:00:08
213,nopol_2,0 days 00:00:25
214,nopol_3,0 days 00:00:30
215,tbar_0,0 days 00:00:22
216,simfix_0,0 days 00:00:01
217,nopol_1,0 days 00:00:35
218,dynamoth_2,0 days 00:00:07
219,dynamoth_1,0 days 00:00:02
220,dynamoth_3,0 days 00:00:06
221,nopol_2,0 days 00:00:33
222,nopol_3,0 days 00:00:36
223,tbar_0,0 days 00:00:02
224,simfix_0,0 days 00:00:03
225,nopol_1,0 days 00:00:04
226,dynamoth_2,0 days 00:00:10
227,dynamoth_1,0 days 00:00:02
228,dynamoth_3,0 days 00:00:10
229,nopol_2,0 days 00:00:10
230,nopol_3,0 days 00:00:09
231,tbar_0,0 days 00:01:31
232,simfix_0,0 days 00:00:01
233,nopol_1,0 days 00:00:41
234,dynamoth_2,0 days 00:00:14
235,dynamoth_1,0 days 00:00:03
236,dynamoth_3,0 days 00:00:13
237,nopol_2,0 days 00:00:48
238,nopol_3,0 days 00:00:46
239,tbar_0,0 days 00:01:46
240,simfix_0,0 days 00:00:13
241,nopol_1,0 days 00:00:27
242,dynamoth_2,0 days 00:00:08
243,dynamoth_1,0 days 00:00:03
244,tbar_2,0 days 00:02:35
245,dynamoth_3,0 days 00:00:07
246,nopol_2,0 days 00:00:26
247,nopol_3,0 days 00:00:28
248,tbar_0,0 days 00:01:44
249,simfix_0,0 days 00:00:01
250,nopol_1,0 days 00:01:04
251,dynamoth_2,0 days 00:00:07
252,dynamoth_1,0 days 00:00:02
253,dynamoth_3,0 days 00:00:06
254,nopol_2,0 days 00:02:01
255,nopol_3,0 days 00:01:58
256,tbar_0,0 days 00:02:12
257,simfix_0,0 days 00:00:05
258,nopol_1,0 days 00:00:19
259,dynamoth_2,0 days 00:00:45
260,dynamoth_1,0 days 00:00:37
261,dynamoth_3,0 days 00:00:43
262,nopol_2,0 days 00:00:21
263,nopol_3,0 days 00:00:22
264,tbar_0,0 days 00:00:39
265,simfix_0,0 days 00:00:01
266,nopol_1,0 days 00:00:32
267,dynamoth_2,0 days 00:00:09
268,dynamoth_1,0 days 00:00:03
269,dynamoth_3,0 days 00:00:05
270,nopol_2,0 days 00:00:35
271,nopol_3,0 days 00:00:33
272,tbar_0,0 days 00:17:02
273,simfix_0,0 days 00:00:06
274,nopol_1,0 days 00:01:03
275,dynamoth_2,0 days 00:01:33
276,dynamoth_1,0 days 00:00:53
277,tbar_2,0 days 00:12:30
278,dynamoth_3,0 days 00:01:36
279,nopol_2,0 days 00:01:33
280,nopol_3,0 days 00:01:34
281,tbar_0,0 days 00:00:49
282,simfix_0,0 days 00:00:08
283,nopol_1,0 days 00:00:08
284,dynamoth_2,0 days 00:00:05
285,dynamoth_1,0 days 00:00:03
286,tbar_2,0 days 00:00:45
287,dynamoth_3,0 days 00:00:04
288,nopol_2,0 days 00:00:05
289,nopol_3,0 days 00:00:05
290,tbar_0,0 days 00:00:05
291,simfix_0,0 days 00:00:21
292,nopol_1,0 days 00:00:06
293,dynamoth_2,0 days 00:00:11
294,dynamoth_1,0 days 00:00:02
295,tbar_2,0 days 00:00:08
296,dynamoth_3,0 days 00:00:10
297,nopol_2,0 days 00:00:05
298,nopol_3,0 days 00:00:05
299,tbar_0,0 days 00:01:49
300,simfix_0,0 days 00:00:22
301,nopol_1,0 days 00:05:04
302,dynamoth_2,0 days 00:00:20
303,dynamoth_1,0 days 00:00:06
304,dynamoth_3,0 days 00:00:22
305,nopol_2,0 days 00:05:21
306,nopol_3,0 days 00:05:24
307,tbar_0,0 days 00:27:04
308,simfix_0,0 days 00:00:01
309,nopol_1,0 days 00:11:56
310,dynamoth_2,0 days 00:10:09
311,dynamoth_1,0 days 00:10:04
312,dynamoth_3,0 days 00:10:04
313,nopol_2,0 days 00:10:05
314,nopol_3,0 days 00:10:06
315,tbar_0,0 days 00:00:15
316,simfix_0,0 days 00:00:02
317,nopol_1,0 days 00:04:21
318,dynamoth_2,0 days 00:18:56
319,dynamoth_1,0 days 00:18:20
320,tbar_2,0 days 00:00:17
321,dynamoth_3,0 days 00:18:09
322,nopol_2,0 days 00:04:50
323,nopol_3,0 days 00:04:06
324,tbar_0,0 days 00:05:54
325,simfix_0,0 days 01:35:09
326,nopol_1,0 days 00:00:11
327,dynamoth_2,0 days 00:00:07
328,dynamoth_1,0 days 00:00:05
329,dynamoth_3,0 days 00:00:06
330,nopol_2,0 days 00:00:07
331,nopol_3,0 days 00:00:07
