,apr_folder,repair_time
88,tbar_0,0 days 00:00:11
89,simfix_0,0 days 00:00:11
90,nopol_1,0 days 00:00:24
91,dynamoth_1,0 days 00:00:11
92,tbar_0,0 days 02:01:45
93,simfix_0,0 days 02:02:21
94,nopol_1,0 days 00:12:48
95,dynamoth_1,0 days 00:17:45
96,simfix_1,0 days 00:00:38
97,simfix_1,0 days 03:56:16
98,simfix_2,0 days 06:00:50
99,simfix_1,0 days 02:10:23
100,dynamoth_2,0 days 00:03:26
101,simfix_1,0 days 02:21:30
102,dynamoth_3,0 days 02:18:48
103,dynamoth_2,0 days 00:06:21
104,dynamoth_3,0 days 02:00:14
105,tbar_0,0 days 02:56:41
106,simfix_0,0 days 02:03:45
107,nopol_1,0 days 00:12:02
108,dynamoth_1,0 days 00:47:00
109,simfix_1,0 days 00:06:49
110,simfix_2,0 days 06:01:01
111,dynamoth_2,0 days 00:02:11
112,tbar_2,0 days 02:27:34
113,simfix_1,0 days 02:24:39
114,dynamoth_3,0 days 01:44:25
115,tbar_2,0 days 04:17:30
116,tbar_0,0 days 03:03:32
117,simfix_0,0 days 03:34:39
118,nopol_1,0 days 02:14:51
119,dynamoth_1,0 days 00:16:36
120,simfix_1,0 days 02:44:10
121,dynamoth_2,0 days 00:02:55
122,simfix_1,0 days 03:16:22
123,dynamoth_3,0 days 02:00:19
124,simfix_2,0 days 06:01:13
125,tbar_0,0 days 00:00:10
126,simfix_0,0 days 00:00:10
127,nopol_1,0 days 00:00:25
128,dynamoth_1,0 days 00:00:11
129,tbar_0,0 days 03:26:52
130,simfix_0,0 days 02:04:43
131,nopol_1,0 days 00:27:40
132,dynamoth_1,0 days 00:08:51
133,simfix_1,0 days 00:00:12
134,tbar_2,0 days 04:12:08
135,simfix_1,0 days 02:17:20
136,tbar_0,0 days 02:19:13
137,simfix_0,0 days 02:05:27
138,nopol_1,0 days 00:03:49
139,dynamoth_1,0 days 00:02:07
140,simfix_1,0 days 02:04:04
141,tbar_0,0 days 00:00:12
142,simfix_0,0 days 00:00:11
143,nopol_1,0 days 00:00:28
144,dynamoth_1,0 days 00:00:12
145,tbar_0,0 days 00:01:42
146,simfix_0,0 days 00:01:41
147,nopol_1,0 days 00:02:04
148,dynamoth_1,0 days 00:01:40
149,dynamoth_2,0 days 00:03:34
150,dynamoth_1,0 days 00:18:54
151,dynamoth_3,0 days 00:11:01
152,tbar_2,0 days 06:01:41
153,dynamoth_2,0 days 00:06:16
154,dynamoth_1,0 days 00:07:18
155,dynamoth_3,0 days 00:06:19
156,tbar_0,0 days 00:00:20
157,simfix_0,0 days 00:00:22
158,nopol_1,0 days 00:00:51
159,dynamoth_1,0 days 00:00:20
160,dynamoth_2,0 days 00:01:26
161,tbar_2,0 days 04:24:12
162,simfix_1,0 days 02:16:57
163,dynamoth_3,0 days 02:41:29
164,simfix_2,0 days 00:47:47
165,tbar_0,0 days 00:00:22
166,simfix_0,0 days 00:00:18
167,nopol_1,0 days 00:01:01
168,dynamoth_1,0 days 00:00:19
169,tbar_0,0 days 02:05:41
170,simfix_0,0 days 02:06:48
171,nopol_1,0 days 00:03:48
172,dynamoth_2,0 days 00:02:27
173,dynamoth_1,0 days 00:00:29
174,simfix_1,0 days 02:24:28
175,dynamoth_3,0 days 01:08:22
176,tbar_0,0 days 02:05:43
177,simfix_0,0 days 03:03:38
178,nopol_1,0 days 00:03:45
179,dynamoth_2,0 days 00:02:37
180,dynamoth_1,0 days 00:00:29
181,simfix_1,0 days 03:55:08
182,dynamoth_3,0 days 01:36:44
183,simfix_1,0 days 04:31:24
184,tbar_0,0 days 00:00:12
185,simfix_0,0 days 00:00:11
186,nopol_1,0 days 00:00:28
187,dynamoth_1,0 days 00:00:11
188,tbar_0,0 days 02:37:39
189,simfix_0,0 days 02:03:29
190,nopol_1,0 days 00:09:38
191,dynamoth_1,0 days 00:24:08
192,simfix_1,0 days 03:12:00
193,tbar_2,0 days 04:26:33
194,tbar_0,0 days 00:00:11
195,simfix_0,0 days 00:00:11
196,nopol_1,0 days 00:00:26
197,dynamoth_1,0 days 00:00:12
198,dynamoth_2,0 days 00:04:45
199,dynamoth_3,0 days 02:00:19
200,tbar_0,0 days 02:01:29
201,simfix_0,0 days 02:00:55
202,nopol_1,0 days 00:07:14
203,dynamoth_2,0 days 00:07:59
204,dynamoth_1,0 days 00:03:03
205,tbar_2,0 days 04:11:48
206,simfix_1,0 days 02:08:22
207,dynamoth_3,0 days 00:53:30
208,tbar_0,0 days 02:01:42
209,simfix_0,0 days 02:23:37
210,nopol_1,0 days 00:01:53
211,dynamoth_1,0 days 00:00:19
212,simfix_1,0 days 00:31:09
213,tbar_0,0 days 02:53:11
214,simfix_0,0 days 02:20:23
215,nopol_1,0 days 01:06:32
216,dynamoth_1,0 days 00:22:18
217,simfix_1,0 days 00:00:06
218,simfix_1,0 days 03:38:27
219,tbar_0,0 days 00:02:54
220,simfix_0,0 days 00:02:49
221,nopol_1,0 days 00:03:12
222,dynamoth_1,0 days 00:02:41
223,simfix_1,0 days 00:36:48
224,tbar_0,0 days 00:00:17
225,simfix_0,0 days 00:00:17
226,nopol_1,0 days 00:00:43
227,dynamoth_1,0 days 00:00:17
228,simfix_1,0 days 02:30:53
229,tbar_0,0 days 00:00:12
230,simfix_0,0 days 00:00:11
231,nopol_1,0 days 00:00:26
232,dynamoth_1,0 days 00:00:12
233,tbar_0,0 days 00:00:11
234,simfix_0,0 days 00:00:12
235,nopol_1,0 days 00:00:26
236,dynamoth_1,0 days 00:00:12
237,dynamoth_2,0 days 00:04:09
238,dynamoth_3,0 days 00:01:19
239,tbar_0,0 days 02:30:41
240,simfix_0,0 days 03:44:28
241,nopol_1,0 days 00:46:32
242,dynamoth_1,0 days 00:18:00
243,simfix_1,0 days 03:05:22
244,tbar_0,0 days 00:00:31
245,simfix_0,0 days 00:00:32
246,nopol_1,0 days 00:01:49
247,dynamoth_1,0 days 00:00:32
248,tbar_0,0 days 02:03:05
249,simfix_0,0 days 02:25:46
250,nopol_1,0 days 00:04:25
251,dynamoth_2,0 days 00:02:31
252,simfix_2,0 days 05:43:42
253,dynamoth_1,0 days 00:00:37
254,simfix_1,0 days 00:06:54
255,dynamoth_3,0 days 02:01:06
256,nopol_3,0 days 00:34:27
257,tbar_0,0 days 03:28:59
258,simfix_0,0 days 06:00:02
259,nopol_1,0 days 00:05:34
260,simfix_2,0 days 04:11:41
261,dynamoth_1,0 days 00:04:35
262,tbar_2,0 days 05:54:24
263,tbar_0,0 days 02:01:47
264,simfix_0,0 days 02:01:30
265,nopol_1,0 days 00:08:35
266,dynamoth_1,0 days 00:06:44
267,simfix_1,0 days 02:14:17
268,dynamoth_2,0 days 00:01:35
269,simfix_1,0 days 02:26:09
270,dynamoth_3,0 days 02:25:54
271,tbar_0,0 days 02:02:09
272,simfix_0,0 days 01:28:51
273,nopol_1,0 days 00:03:49
274,dynamoth_2,0 days 00:02:32
275,dynamoth_1,0 days 00:00:30
276,dynamoth_3,0 days 00:03:11
277,dynamoth_2,0 days 00:01:56
278,simfix_1,0 days 00:51:38
279,dynamoth_3,0 days 01:03:12
280,tbar_0,0 days 00:00:11
281,simfix_0,0 days 00:00:11
282,nopol_1,0 days 00:00:28
283,dynamoth_1,0 days 00:00:11
284,simfix_2,0 days 00:38:09
285,tbar_0,0 days 00:02:50
286,simfix_0,0 days 00:02:40
287,nopol_1,0 days 00:02:54
288,dynamoth_1,0 days 00:02:26
289,dynamoth_2,0 days 00:11:02
290,tbar_2,0 days 05:36:31
291,dynamoth_3,0 days 02:00:25
292,tbar_0,0 days 02:01:46
293,simfix_0,0 days 02:01:44
294,nopol_1,0 days 00:08:08
295,dynamoth_1,0 days 00:06:28
296,simfix_1,0 days 02:13:25
297,simfix_1,0 days 00:00:45
298,simfix_1,0 days 02:37:48
299,dynamoth_2,0 days 00:01:58
300,simfix_1,0 days 03:22:02
301,dynamoth_3,0 days 02:03:39
302,simfix_1,0 days 00:00:03
303,tbar_0,0 days 00:00:19
304,simfix_0,0 days 00:00:19
305,nopol_1,0 days 00:00:48
306,dynamoth_1,0 days 00:00:19
307,dynamoth_2,0 days 00:01:07
308,tbar_2,0 days 04:12:16
309,simfix_1,0 days 02:25:24
310,dynamoth_3,0 days 01:37:09
311,tbar_0,0 days 03:22:23
312,simfix_0,0 days 02:05:37
313,nopol_1,0 days 00:08:36
314,dynamoth_1,0 days 00:04:31
315,simfix_1,0 days 02:24:00
316,simfix_1,0 days 02:16:46
317,simfix_1,0 days 02:35:02
318,tbar_0,0 days 02:42:58
319,simfix_0,0 days 02:02:39
320,nopol_1,0 days 00:10:08
321,dynamoth_1,0 days 00:15:32
322,simfix_1,0 days 02:01:51
323,dynamoth_2,0 days 00:01:18
324,simfix_1,0 days 00:08:06
325,dynamoth_3,0 days 00:33:18
326,simfix_1,0 days 03:34:02
327,dynamoth_2,0 days 00:34:43
328,dynamoth_3,0 days 00:31:14
329,tbar_0,0 days 02:15:00
330,simfix_0,0 days 03:22:03
331,nopol_1,0 days 00:02:59
332,dynamoth_1,0 days 00:01:26
333,simfix_1,0 days 01:29:08
334,tbar_0,0 days 02:05:35
335,simfix_0,0 days 02:03:27
336,nopol_1,0 days 00:14:55
337,dynamoth_1,0 days 02:00:10
338,simfix_1,0 days 02:19:34
339,tbar_0,0 days 00:03:20
340,simfix_0,0 days 00:03:14
341,nopol_1,0 days 00:03:33
342,dynamoth_1,0 days 00:03:20
343,dynamoth_2,0 days 00:03:30
344,tbar_2,0 days 04:25:29
345,dynamoth_3,0 days 01:00:39
346,tbar_0,0 days 00:00:11
347,simfix_0,0 days 00:00:10
348,nopol_1,0 days 00:00:24
349,dynamoth_1,0 days 00:00:11
350,tbar_0,0 days 00:02:06
351,simfix_0,0 days 00:02:01
352,nopol_1,0 days 00:02:16
353,dynamoth_1,0 days 00:01:52
354,tbar_0,0 days 02:42:44
355,simfix_0,0 days 02:03:28
356,nopol_1,0 days 00:16:25
357,dynamoth_1,0 days 00:14:04
358,tbar_2,0 days 04:45:13
359,simfix_1,0 days 02:03:24
360,tbar_0,0 days 00:00:18
361,simfix_0,0 days 00:00:19
362,nopol_1,0 days 00:01:02
363,dynamoth_1,0 days 00:00:18
364,dynamoth_2,0 days 00:01:25
365,tbar_2,0 days 04:28:40
366,simfix_1,0 days 02:19:07
367,dynamoth_3,0 days 02:37:25
368,tbar_0,0 days 02:02:23
369,simfix_0,0 days 02:03:59
370,nopol_1,0 days 00:03:53
371,dynamoth_1,0 days 00:00:29
372,simfix_1,0 days 00:22:50
373,simfix_2,0 days 06:01:02
374,tbar_0,0 days 00:00:12
375,simfix_0,0 days 00:00:10
376,nopol_1,0 days 00:00:27
377,dynamoth_1,0 days 00:00:12
378,dynamoth_2,0 days 00:02:30
379,simfix_1,0 days 03:02:51
380,dynamoth_3,0 days 00:31:48
381,tbar_0,0 days 00:00:32
382,simfix_0,0 days 00:00:32
383,nopol_1,0 days 00:01:48
384,dynamoth_1,0 days 00:00:32
385,tbar_2,0 days 04:00:15
386,tbar_0,0 days 02:56:51
387,simfix_0,0 days 02:03:55
388,nopol_1,0 days 00:34:03
389,dynamoth_1,0 days 00:14:29
390,simfix_1,0 days 01:50:18
391,dynamoth_2,0 days 00:00:54
392,simfix_1,0 days 02:41:20
393,dynamoth_3,0 days 02:04:12
394,tbar_0,0 days 00:01:35
395,simfix_0,0 days 00:01:36
396,nopol_1,0 days 00:01:59
397,dynamoth_1,0 days 00:01:38
398,dynamoth_2,0 days 00:01:50
399,dynamoth_3,0 days 00:00:30
400,tbar_2,0 days 02:46:34
401,tbar_2,0 days 04:27:53
402,dynamoth_2,0 days 00:08:45
403,dynamoth_1,0 days 00:08:41
404,dynamoth_3,0 days 02:04:03
405,nopol_3,0 days 00:52:32
406,tbar_2,0 days 04:28:51
407,tbar_0,0 days 02:01:52
408,simfix_0,0 days 02:01:46
409,nopol_1,0 days 00:08:20
410,dynamoth_2,0 days 00:01:28
411,dynamoth_1,0 days 00:00:35
412,simfix_1,0 days 02:18:45
413,dynamoth_3,0 days 02:09:28
414,nopol_1,0 days 00:47:51
415,tbar_0,0 days 00:01:44
416,simfix_0,0 days 00:01:42
417,nopol_1,0 days 00:01:55
418,dynamoth_1,0 days 00:01:35
419,tbar_0,0 days 00:01:43
420,simfix_0,0 days 00:01:38
421,nopol_1,0 days 00:02:05
422,dynamoth_1,0 days 00:01:42
423,dynamoth_2,0 days 00:01:17
424,dynamoth_3,0 days 00:00:35
425,dynamoth_2,0 days 00:04:18
426,simfix_1,0 days 02:47:43
427,dynamoth_3,0 days 02:06:17
428,simfix_1,0 days 02:34:44
429,tbar_0,0 days 03:04:34
430,simfix_0,0 days 02:52:59
431,nopol_1,0 days 00:16:50
432,dynamoth_1,0 days 00:15:55
433,simfix_1,0 days 03:06:25
434,tbar_0,0 days 00:03:08
435,simfix_0,0 days 00:03:36
436,nopol_1,0 days 00:03:10
437,dynamoth_1,0 days 00:03:20
438,tbar_2,0 days 04:06:34
439,tbar_2,0 days 04:19:35
440,simfix_1,0 days 00:21:00
441,tbar_0,0 days 00:02:57
442,simfix_0,0 days 00:03:04
443,nopol_1,0 days 00:03:49
444,dynamoth_1,0 days 00:03:12
445,tbar_2,0 days 04:37:23
446,dynamoth_2,0 days 00:02:27
447,tbar_2,0 days 04:29:26
448,simfix_1,0 days 02:18:25
449,dynamoth_3,0 days 02:02:31
450,dynamoth_2,0 days 00:01:25
451,simfix_1,0 days 02:36:12
452,dynamoth_3,0 days 00:11:24
453,tbar_0,0 days 00:00:17
454,simfix_0,0 days 00:00:22
455,nopol_1,0 days 00:00:51
456,dynamoth_1,0 days 00:00:19
457,tbar_0,0 days 02:48:24
458,simfix_0,0 days 02:02:54
459,nopol_1,0 days 00:59:33
460,dynamoth_1,0 days 00:17:03
461,simfix_1,0 days 02:17:54
462,simfix_1,0 days 03:04:57
463,tbar_0,0 days 02:37:36
464,simfix_0,0 days 02:03:16
465,nopol_1,0 days 01:01:55
466,dynamoth_1,0 days 00:19:39
467,simfix_1,0 days 03:20:02
468,dynamoth_2,0 days 00:08:15
469,tbar_2,0 days 04:36:40
470,dynamoth_3,0 days 02:00:33
471,tbar_2,0 days 04:02:34
472,simfix_1,0 days 02:07:28
473,dynamoth_2,0 days 00:03:38
474,dynamoth_3,0 days 02:00:16
475,tbar_0,0 days 00:01:31
476,simfix_0,0 days 00:01:37
477,nopol_1,0 days 00:01:58
478,dynamoth_1,0 days 00:01:44
479,tbar_0,0 days 00:00:12
480,simfix_0,0 days 00:00:11
481,nopol_1,0 days 00:00:27
482,dynamoth_1,0 days 00:00:12
483,tbar_0,0 days 00:01:38
484,simfix_0,0 days 00:01:37
485,nopol_1,0 days 00:02:02
486,dynamoth_1,0 days 00:01:36
487,tbar_0,0 days 00:00:11
488,simfix_0,0 days 00:00:12
489,nopol_1,0 days 00:00:28
490,dynamoth_1,0 days 00:00:12
491,tbar_0,0 days 02:48:34
492,simfix_0,0 days 02:03:54
493,nopol_1,0 days 00:14:53
494,dynamoth_1,0 days 00:16:56
495,simfix_1,0 days 01:46:13
496,tbar_0,0 days 02:02:22
497,simfix_0,0 days 02:01:45
498,nopol_1,0 days 00:41:31
499,dynamoth_2,0 days 00:02:07
500,dynamoth_1,0 days 00:00:32
501,simfix_1,0 days 00:02:59
502,dynamoth_3,0 days 02:00:18
503,nopol_2,0 days 00:01:40
504,dynamoth_2,0 days 00:01:40
505,simfix_1,0 days 02:27:46
506,dynamoth_3,0 days 00:01:32
507,tbar_0,0 days 00:02:28
508,simfix_0,0 days 00:02:49
509,nopol_1,0 days 00:03:21
510,dynamoth_1,0 days 00:02:57
511,tbar_0,0 days 02:20:23
512,simfix_0,0 days 01:05:45
513,nopol_1,0 days 00:30:40
514,dynamoth_1,0 days 00:19:42
515,tbar_0,0 days 00:00:11
516,simfix_0,0 days 00:00:12
517,nopol_1,0 days 00:00:27
518,dynamoth_1,0 days 00:00:11
519,simfix_1,0 days 02:18:22
520,simfix_1,0 days 02:12:43
521,tbar_0,0 days 02:07:11
522,simfix_0,0 days 02:18:41
523,nopol_1,0 days 00:06:26
524,simfix_2,0 days 06:01:39
525,dynamoth_1,0 days 00:02:47
526,simfix_1,0 days 02:32:11
527,tbar_0,0 days 00:00:28
528,simfix_0,0 days 00:00:30
529,nopol_1,0 days 00:01:41
530,dynamoth_1,0 days 00:00:30
531,dynamoth_2,0 days 00:01:03
532,tbar_2,0 days 04:18:35
533,simfix_1,0 days 02:30:48
534,dynamoth_3,0 days 02:00:15
535,tbar_0,0 days 02:38:01
536,simfix_0,0 days 02:03:44
537,nopol_1,0 days 00:29:21
538,dynamoth_1,0 days 00:21:56
539,simfix_1,0 days 03:29:29
540,dynamoth_2,0 days 00:12:13
541,simfix_1,0 days 02:23:14
542,dynamoth_3,0 days 02:02:15
543,tbar_0,0 days 00:00:12
544,simfix_0,0 days 00:00:12
545,nopol_1,0 days 00:00:29
546,dynamoth_1,0 days 00:00:11
547,tbar_2,0 days 04:12:21
548,simfix_1,0 days 02:13:44
549,dynamoth_2,0 days 00:00:37
550,simfix_1,0 days 02:31:48
551,dynamoth_3,0 days 00:00:37
552,tbar_0,0 days 00:01:38
553,simfix_0,0 days 00:01:42
554,nopol_1,0 days 00:02:04
555,dynamoth_1,0 days 00:01:46
556,tbar_0,0 days 02:43:09
557,simfix_0,0 days 02:03:26
558,nopol_1,0 days 00:05:55
559,dynamoth_1,0 days 00:21:04
560,simfix_1,0 days 02:21:19
561,tbar_0,0 days 02:38:08
562,simfix_0,0 days 02:02:57
563,nopol_1,0 days 00:13:21
564,dynamoth_1,0 days 00:14:20
565,simfix_1,0 days 02:49:59
566,simfix_1,0 days 02:23:58
567,tbar_0,0 days 00:01:59
568,simfix_0,0 days 00:02:06
569,nopol_1,0 days 00:03:30
570,dynamoth_1,0 days 00:03:10
571,dynamoth_2,0 days 00:01:00
572,tbar_2,0 days 05:09:58
573,simfix_1,0 days 02:20:08
574,dynamoth_3,0 days 02:03:29
575,tbar_0,0 days 02:06:20
576,simfix_0,0 days 02:04:28
577,nopol_1,0 days 00:04:25
578,dynamoth_2,0 days 00:03:30
579,dynamoth_1,0 days 00:01:35
580,simfix_1,0 days 02:14:54
581,dynamoth_3,0 days 00:53:44
582,simfix_1,0 days 01:57:14
583,simfix_1,0 days 00:33:12
584,dynamoth_2,0 days 00:04:13
585,dynamoth_3,0 days 00:01:19
586,tbar_0,0 days 02:33:45
587,simfix_0,0 days 04:07:50
588,nopol_1,0 days 00:17:36
589,dynamoth_1,0 days 00:20:53
590,simfix_1,0 days 00:01:28
591,tbar_0,0 days 00:00:10
592,simfix_0,0 days 00:00:10
593,nopol_1,0 days 00:00:25
594,dynamoth_1,0 days 00:00:10
595,tbar_0,0 days 01:20:48
596,simfix_0,0 days 02:03:44
597,nopol_1,0 days 00:15:08
598,dynamoth_1,0 days 00:18:31
599,tbar_2,0 days 05:37:32
600,simfix_1,0 days 02:26:38
601,tbar_0,0 days 02:01:12
602,simfix_0,0 days 02:01:12
603,nopol_1,0 days 00:03:07
604,dynamoth_1,0 days 00:01:27
605,simfix_1,0 days 02:07:42
606,tbar_0,0 days 00:00:18
607,simfix_0,0 days 00:00:18
608,nopol_1,0 days 00:00:52
609,dynamoth_1,0 days 00:00:18
610,tbar_0,0 days 00:02:42
611,simfix_0,0 days 00:02:47
612,nopol_1,0 days 00:03:25
613,dynamoth_1,0 days 00:02:59
614,tbar_0,0 days 02:16:36
615,simfix_0,0 days 02:05:55
616,nopol_1,0 days 00:01:46
617,dynamoth_1,0 days 00:00:11
618,simfix_1,0 days 02:10:35
619,dynamoth_2,0 days 00:02:19
620,tbar_2,0 days 05:44:21
621,simfix_1,0 days 02:23:00
622,dynamoth_3,0 days 00:10:20
623,tbar_0,0 days 02:02:00
624,simfix_0,0 days 02:02:12
625,nopol_1,0 days 00:01:48
626,dynamoth_1,0 days 00:00:10
627,simfix_1,0 days 02:17:43
628,tbar_0,0 days 00:00:10
629,simfix_0,0 days 00:00:11
630,nopol_1,0 days 00:00:27
631,dynamoth_1,0 days 00:00:12
