,apr_folder,repair_time
107,nopol_2,0 days 00:03:38
108,nopol_3,0 days 01:39:31
109,tbar_1,0 days 03:46:55
110,simfix_1,0 days 02:22:44
111,dynamoth_2,0 days 00:04:18
112,tbar_1,0 days 00:04:46
113,nopol_2-rerun,0 days 00:03:13
114,simfix_1,0 days 01:15:03
115,nopol_3-rerun,0 days 00:33:52
116,dynamoth_3,0 days 02:00:12
117,tbar_0,0 days 00:54:48
118,simfix_0,0 days 00:23:02
119,nopol_1,0 days 00:01:06
120,dynamoth_1,0 days 00:00:10
121,simfix_2,0 days 04:10:48
122,tbar_0,0 days 02:02:48
123,simfix_0,0 days 02:06:52
124,nopol_1,0 days 00:21:51
125,dynamoth_1,0 days 02:00:12
126,simfix_1,0 days 02:19:07
127,tbar_0,0 days 03:28:40
128,simfix_0,0 days 03:13:34
129,nopol_1,0 days 00:59:44
130,dynamoth_1,0 days 00:28:54
131,tbar_0,0 days 02:00:56
132,simfix_0,0 days 02:04:25
133,nopol_1,0 days 00:33:25
134,dynamoth_1,0 days 00:29:02
135,simfix_1,0 days 00:02:00
136,nopol_1,0 days 00:00:15
137,dynamoth_2,0 days 00:00:43
138,tbar_1,0 days 00:33:06
139,simfix_2,0 days 03:49:51
140,dynamoth_3,0 days 00:00:46
141,nopol_2,0 days 00:00:25
142,nopol_3,0 days 00:00:25
143,dynamoth_2,0 days 02:00:13
144,tbar_1,0 days 04:01:09
145,dynamoth_3,0 days 02:00:13
146,tbar_1,0 days 03:10:54
147,tbar_0,0 days 02:06:16
148,simfix_0,0 days 02:02:00
149,nopol_1,0 days 00:19:25
150,simfix_2,0 days 04:04:53
151,dynamoth_1,0 days 02:02:06
152,simfix_1,0 days 02:23:06
153,tbar_0,0 days 02:02:28
154,simfix_0,0 days 02:01:51
155,nopol_1,0 days 00:05:11
156,dynamoth_1,0 days 00:01:44
157,simfix_2,0 days 06:00:20
158,simfix_1,0 days 00:27:20
159,tbar_0,0 days 02:05:53
160,simfix_0,0 days 02:18:52
161,nopol_1,0 days 00:00:29
162,dynamoth_1,0 days 00:00:30
163,simfix_1,0 days 02:36:25
164,simfix_2,0 days 04:47:22
165,tbar_0,0 days 02:04:46
166,simfix_0,0 days 02:07:05
167,nopol_1,0 days 01:16:02
168,dynamoth_1,0 days 00:31:06
169,simfix_1,0 days 02:22:30
170,tbar_1,0 days 00:15:41
171,dynamoth_2,0 days 00:00:16
172,dynamoth_3,0 days 00:00:15
173,nopol_2,0 days 00:01:15
174,nopol_3,0 days 00:00:20
175,tbar_1,0 days 01:00:37
176,simfix_1,0 days 02:32:33
177,tbar_1,0 days 01:00:11
178,tbar_1,0 days 02:12:05
179,tbar_0,0 days 02:08:20
180,simfix_0,0 days 02:07:31
181,nopol_1,0 days 00:00:49
182,dynamoth_1,0 days 00:01:01
183,tbar_1,0 days 01:19:49
184,simfix_1,0 days 02:40:46
185,tbar_0,0 days 02:01:40
186,simfix_0,0 days 02:06:24
187,nopol_1,0 days 00:27:36
188,dynamoth_1,0 days 01:50:06
189,simfix_1,0 days 02:13:33
190,dynamoth_2,0 days 00:20:56
191,dynamoth_3,0 days 00:03:36
192,dynamoth_2,0 days 00:00:36
193,nopol_2-rerun,0 days 00:01:57
194,nopol_3-rerun,0 days 00:01:24
195,dynamoth_3,0 days 00:00:34
196,tbar_0,0 days 02:06:21
197,simfix_0,0 days 02:10:05
198,nopol_1,0 days 00:04:17
199,dynamoth_1,0 days 00:01:39
200,simfix_2,0 days 02:29:50
201,tbar_1,0 days 02:25:14
202,nopol_2,0 days 00:00:51
203,nopol_3,0 days 00:00:48
204,dynamoth_2,0 days 00:01:28
205,tbar_1,0 days 03:57:40
206,dynamoth_3,0 days 00:01:43
207,nopol_2,0 days 00:00:50
208,nopol_3,0 days 00:00:34
209,tbar_0,0 days 02:04:09
210,simfix_0,0 days 02:01:34
211,nopol_1,0 days 00:06:47
212,dynamoth_1,0 days 00:18:34
213,simfix_1,0 days 02:10:34
214,simfix_2,0 days 04:10:14
215,tbar_0,0 days 02:05:12
216,simfix_0,0 days 02:05:48
217,nopol_1,0 days 00:08:06
218,dynamoth_1,0 days 02:01:29
219,simfix_2,0 days 04:16:05
220,tbar_1,0 days 03:41:49
221,simfix_2,0 days 04:59:27
222,simfix_1,0 days 00:07:52
223,tbar_1,0 days 00:23:37
224,tbar_0,0 days 02:06:02
225,simfix_0,0 days 02:06:18
226,nopol_1,0 days 00:00:25
227,dynamoth_2,0 days 00:00:52
228,dynamoth_1,0 days 00:00:23
229,simfix_1,0 days 02:19:24
230,dynamoth_3,0 days 00:00:51
231,nopol_1,0 days 00:51:43
232,tbar_1,0 days 00:16:14
233,simfix_2,0 days 02:35:53
234,simfix_1,0 days 00:20:04
235,nopol_2,0 days 00:55:56
236,nopol_3,0 days 00:56:26
237,simfix_2,0 days 02:10:33
238,tbar_1,0 days 03:06:35
239,simfix_1,0 days 03:38:48
240,dynamoth_2-rerun,0 days 00:10:28
241,tbar_1,0 days 00:06:00
242,simfix_1,0 days 00:31:33
243,dynamoth_3-rerun,0 days 00:15:50
244,tbar_1,0 days 04:22:22
245,dynamoth_2,0 days 00:03:26
246,dynamoth_3,0 days 02:04:43
247,nopol_2,0 days 00:02:08
248,nopol_3,0 days 00:00:40
249,simfix_2,0 days 05:35:52
250,simfix_2,0 days 03:56:31
251,tbar_1,0 days 04:08:12
252,simfix_2,0 days 06:01:21
253,tbar_0,0 days 02:05:30
254,simfix_0,0 days 02:07:29
255,nopol_1,0 days 00:04:00
256,dynamoth_1,0 days 00:00:32
257,dynamoth_2,0 days 00:00:30
258,dynamoth_3,0 days 00:00:28
259,nopol_2,0 days 00:01:27
260,nopol_3,0 days 00:00:21
261,tbar_1,0 days 03:38:35
262,simfix_1,0 days 02:38:17
263,dynamoth_2,0 days 00:00:17
264,dynamoth_3,0 days 00:00:16
265,nopol_2,0 days 00:01:10
266,nopol_3,0 days 00:00:24
267,tbar_1,0 days 00:05:17
268,simfix_1,0 days 02:27:08
269,dynamoth_2,0 days 00:14:12
270,dynamoth_3,0 days 00:13:26
271,tbar_0,0 days 00:04:09
272,simfix_0,0 days 04:01:56
273,nopol_1,0 days 00:06:34
274,dynamoth_1,0 days 00:01:38
275,tbar_1,0 days 04:00:02
276,simfix_2,0 days 06:00:20
277,simfix_1,0 days 03:17:17
278,simfix_2,0 days 06:01:09
279,tbar_0,0 days 02:01:38
280,simfix_0,0 days 02:03:50
281,nopol_1,0 days 00:08:24
282,dynamoth_1,0 days 00:17:07
283,simfix_1,0 days 02:19:35
284,tbar_0,0 days 02:02:23
285,simfix_0,0 days 02:05:04
286,nopol_1,0 days 00:12:47
287,simfix_2,0 days 04:18:22
288,dynamoth_1,0 days 00:02:05
289,simfix_1,0 days 00:00:06
290,tbar_1,0 days 04:04:14
291,simfix_1,0 days 00:48:06
292,simfix_2,0 days 04:07:56
293,tbar_0,0 days 02:05:58
294,simfix_0,0 days 02:13:09
295,nopol_1,0 days 00:12:06
296,dynamoth_1,0 days 01:30:09
297,tbar_0,0 days 02:09:52
298,simfix_0,0 days 02:19:31
299,nopol_1,0 days 00:36:04
300,simfix_2,0 days 04:14:59
301,dynamoth_1,0 days 02:01:38
302,tbar_1,0 days 04:11:21
303,tbar_1,0 days 00:04:37
304,tbar_0,0 days 02:16:16
305,simfix_0,0 days 02:05:45
306,nopol_1,0 days 00:00:22
307,dynamoth_2,0 days 00:00:55
308,dynamoth_1,0 days 00:00:22
309,simfix_1,0 days 02:17:59
310,dynamoth_3,0 days 00:00:57
311,nopol_2,0 days 00:01:12
312,nopol_3,0 days 00:01:02
313,tbar_0,0 days 02:28:06
314,simfix_0,0 days 03:21:11
315,nopol_1,0 days 00:01:12
316,dynamoth_1,0 days 00:00:14
317,dynamoth_2,0 days 00:04:04
318,tbar_1,0 days 01:26:25
319,dynamoth_3,0 days 00:04:07
320,nopol_2,0 days 00:02:38
321,nopol_3,0 days 00:02:50
322,tbar_0,0 days 02:01:52
323,simfix_0,0 days 02:06:17
324,nopol_1,0 days 00:07:43
325,dynamoth_1,0 days 02:02:22
326,simfix_1,0 days 02:16:36
327,dynamoth_2,0 days 00:00:49
328,dynamoth_3,0 days 00:00:54
329,nopol_2,0 days 00:01:45
330,nopol_3,0 days 00:00:34
331,tbar_0,0 days 02:01:47
332,simfix_0,0 days 02:03:46
333,nopol_1,0 days 00:00:26
334,dynamoth_1,0 days 00:00:23
335,simfix_1,0 days 00:15:30
336,tbar_1,0 days 03:25:16
337,tbar_1,0 days 00:11:31
338,simfix_1,0 days 01:23:22
339,tbar_0,0 days 02:04:55
340,simfix_0,0 days 02:01:57
341,nopol_1,0 days 02:00:53
342,dynamoth_1,0 days 00:00:46
343,dynamoth_2,0 days 00:04:06
344,tbar_1,0 days 03:28:44
345,simfix_1,0 days 03:25:39
346,dynamoth_3,0 days 00:04:08
347,tbar_1,0 days 04:01:37
348,tbar_0,0 days 02:09:53
349,simfix_0,0 days 02:03:51
350,nopol_1,0 days 00:00:39
351,dynamoth_1,0 days 00:00:37
352,dynamoth_2,0 days 00:03:43
353,tbar_1,0 days 03:57:23
354,simfix_1,0 days 03:36:20
355,dynamoth_3,0 days 00:03:02
356,nopol_2,0 days 00:02:53
357,nopol_3,0 days 00:02:47
358,tbar_0,0 days 00:00:04
359,simfix_0,0 days 00:00:04
360,nopol_1,0 days 00:00:52
361,dynamoth_1,0 days 00:00:04
362,tbar_1,0 days 02:15:39
363,simfix_1,0 days 03:21:55
364,tbar_1,0 days 03:42:07
365,simfix_1,0 days 03:40:33
366,dynamoth_2,0 days 00:00:23
367,dynamoth_3,0 days 00:00:21
368,nopol_2,0 days 00:02:11
369,nopol_3,0 days 00:00:49
370,tbar_1,0 days 03:12:27
371,simfix_1,0 days 02:45:52
372,nopol_1,0 days 00:00:23
373,dynamoth_2,0 days 00:00:42
374,tbar_1,0 days 03:17:35
375,dynamoth_3,0 days 00:00:47
376,nopol_2,0 days 00:00:22
377,nopol_3,0 days 00:00:21
378,dynamoth_2,0 days 00:02:08
379,dynamoth_3,0 days 00:01:28
380,tbar_0,0 days 00:49:02
381,simfix_0,0 days 01:50:57
382,nopol_1,0 days 00:01:26
383,dynamoth_1,0 days 00:00:08
384,tbar_0,0 days 02:09:50
385,simfix_0,0 days 03:10:05
386,nopol_1,0 days 00:01:01
387,dynamoth_1,0 days 00:04:03
388,simfix_1,0 days 00:02:09
389,nopol_2,0 days 00:01:15
390,nopol_3,0 days 00:00:26
391,dynamoth_2,0 days 00:00:32
392,simfix_1,0 days 00:29:29
393,dynamoth_3,0 days 00:00:31
394,nopol_2,0 days 00:00:24
395,nopol_3,0 days 00:00:36
396,tbar_0,0 days 03:31:40
397,simfix_0,0 days 03:28:52
398,nopol_1,0 days 00:11:34
399,simfix_2,0 days 05:53:35
400,dynamoth_1,0 days 00:25:15
401,tbar_0,0 days 03:29:27
402,simfix_0,0 days 04:14:22
403,nopol_1,0 days 00:48:57
404,dynamoth_1,0 days 00:32:31
405,tbar_0,0 days 02:09:41
406,simfix_0,0 days 02:05:33
407,nopol_1,0 days 00:01:51
408,dynamoth_1,0 days 00:01:55
409,tbar_1,0 days 02:16:12
410,simfix_1,0 days 02:27:40
411,tbar_0,0 days 02:06:18
412,simfix_0,0 days 02:02:56
413,nopol_1,0 days 00:46:45
414,simfix_2,0 days 04:08:32
415,dynamoth_1,0 days 02:03:26
416,tbar_0,0 days 02:08:22
417,simfix_0,0 days 02:06:11
418,nopol_1,0 days 00:00:58
419,dynamoth_1,0 days 00:00:54
420,tbar_0,0 days 02:05:00
421,simfix_0,0 days 02:02:36
422,nopol_1,0 days 00:07:46
423,dynamoth_1,0 days 00:17:56
424,tbar_0,0 days 02:15:54
425,simfix_0,0 days 02:09:23
426,nopol_1,0 days 00:08:49
427,dynamoth_1,0 days 00:29:35
428,simfix_2,0 days 04:32:55
429,tbar_1,0 days 02:09:14
430,simfix_1,0 days 02:32:28
431,tbar_0,0 days 02:10:43
432,simfix_0,0 days 02:02:31
433,nopol_1,0 days 00:00:37
434,dynamoth_1,0 days 00:00:33
435,tbar_1,0 days 03:41:13
436,simfix_1,0 days 02:39:37
437,tbar_0,0 days 03:14:49
438,simfix_0,0 days 03:06:58
439,nopol_1,0 days 00:44:01
440,dynamoth_1,0 days 00:07:15
441,tbar_0,0 days 02:02:29
442,simfix_0,0 days 02:04:55
443,nopol_1,0 days 00:31:48
444,dynamoth_1,0 days 00:29:30
445,simfix_1,0 days 02:17:23
446,tbar_1,0 days 03:52:03
447,tbar_0,0 days 02:06:49
448,simfix_0,0 days 02:08:21
449,nopol_1,0 days 00:00:22
450,dynamoth_2,0 days 00:00:57
451,dynamoth_1,0 days 00:00:21
452,simfix_1,0 days 01:22:19
453,dynamoth_3,0 days 00:00:55
454,nopol_2,0 days 00:01:00
455,nopol_3,0 days 00:00:57
456,tbar_0,0 days 02:02:27
457,simfix_0,0 days 02:05:51
458,nopol_1,0 days 00:11:57
459,dynamoth_1,0 days 00:21:40
460,simfix_1,0 days 02:11:48
461,dynamoth_2,0 days 00:06:13
462,dynamoth_3,0 days 00:05:18
463,tbar_1,0 days 02:47:36
464,simfix_1,0 days 01:05:30
465,tbar_0,0 days 02:04:32
466,simfix_0,0 days 02:12:44
467,nopol_1,0 days 00:02:23
468,dynamoth_1,0 days 00:01:03
469,simfix_1,0 days 02:42:30
470,tbar_0,0 days 02:02:12
471,simfix_0,0 days 02:05:17
472,nopol_1,0 days 00:17:32
473,dynamoth_1,0 days 00:19:59
474,simfix_2,0 days 04:04:59
475,tbar_1,0 days 02:18:35
476,simfix_1,0 days 03:20:52
477,tbar_0,0 days 02:14:28
478,simfix_0,0 days 02:06:44
479,nopol_1,0 days 00:00:33
480,dynamoth_1,0 days 00:00:35
481,tbar_1,0 days 01:59:08
482,simfix_1,0 days 00:56:41
483,nopol_2,0 days 00:00:29
484,nopol_3,0 days 00:00:26
485,dynamoth_2,0 days 00:01:58
486,tbar_1,0 days 00:13:54
487,dynamoth_3,0 days 00:01:56
488,nopol_2,0 days 00:03:38
489,nopol_3,0 days 00:03:36
490,tbar_0,0 days 02:09:54
491,simfix_0,0 days 02:08:07
492,nopol_1,0 days 00:00:33
493,simfix_2,0 days 04:28:28
494,dynamoth_1,0 days 00:00:34
495,tbar_1,0 days 04:00:03
496,simfix_2,0 days 06:00:06
497,tbar_2,0 days 06:00:19
498,simfix_1,0 days 00:27:28
499,tbar_1,0 days 04:02:20
500,simfix_2,0 days 05:09:21
501,tbar_0,0 days 02:06:43
502,simfix_0,0 days 02:02:26
503,nopol_1,0 days 02:00:13
504,simfix_2,0 days 04:24:51
505,dynamoth_1,0 days 00:00:37
506,tbar_0,0 days 00:17:14
507,simfix_0,0 days 00:10:16
508,nopol_1,0 days 00:06:06
509,dynamoth_1,0 days 00:00:10
510,tbar_0,0 days 02:01:42
511,simfix_0,0 days 02:04:58
512,nopol_1,0 days 00:22:10
513,dynamoth_1,0 days 00:14:17
514,simfix_1,0 days 02:15:13
515,simfix_2,0 days 06:01:24
516,tbar_0,0 days 02:01:47
517,simfix_0,0 days 02:05:45
518,nopol_1,0 days 00:04:44
519,dynamoth_1,0 days 00:04:42
520,simfix_1,0 days 02:15:12
521,tbar_0,0 days 02:02:04
522,simfix_0,0 days 02:04:57
523,nopol_1,0 days 00:08:42
524,dynamoth_1,0 days 00:12:30
525,simfix_1,0 days 02:14:01
526,nopol_1,0 days 01:37:53
527,dynamoth_2,0 days 00:00:23
528,dynamoth_3,0 days 03:55:07
529,nopol_2,0 days 01:36:37
530,nopol_3,0 days 02:00:11
531,tbar_0,0 days 02:01:22
532,simfix_0,0 days 02:05:26
533,nopol_1,0 days 00:14:57
534,dynamoth_1,0 days 00:27:03
535,simfix_1,0 days 02:15:56
536,tbar_1,0 days 03:54:50
537,simfix_1,0 days 03:19:54
538,dynamoth_2,0 days 00:05:10
539,dynamoth_3,0 days 00:03:28
540,tbar_0,0 days 01:16:56
541,simfix_0,0 days 00:28:58
542,nopol_1,0 days 00:00:47
543,dynamoth_1,0 days 00:00:15
544,tbar_0,0 days 02:05:21
545,simfix_0,0 days 02:01:45
546,nopol_1,0 days 00:00:46
547,dynamoth_1,0 days 00:01:06
548,dynamoth_2,0 days 00:00:30
549,tbar_1,0 days 00:18:24
550,dynamoth_3,0 days 00:00:31
551,nopol_2,0 days 00:00:31
552,nopol_3,0 days 00:00:24
553,tbar_0,0 days 03:03:15
554,simfix_0,0 days 03:34:04
555,nopol_1,0 days 00:05:02
556,dynamoth_1,0 days 00:00:53
557,simfix_2,0 days 05:16:31
558,tbar_0,0 days 02:06:41
559,simfix_0,0 days 02:01:30
560,nopol_1,0 days 00:06:39
561,dynamoth_1,0 days 00:32:41
562,dynamoth_2,0 days 00:03:09
563,tbar_1,0 days 03:55:40
564,simfix_1,0 days 02:15:37
565,dynamoth_3,0 days 00:02:59
566,nopol_2,0 days 00:03:04
567,nopol_3,0 days 00:03:17
568,dynamoth_2,0 days 00:07:06
569,tbar_1,0 days 03:16:04
570,simfix_1,0 days 02:45:26
571,dynamoth_3,0 days 02:00:17
572,nopol_2,0 days 00:04:56
573,nopol_3,0 days 01:48:28
574,dynamoth_2,0 days 00:05:42
575,tbar_1,0 days 00:04:05
576,simfix_1,0 days 00:30:53
577,dynamoth_3,0 days 00:13:26
578,tbar_0,0 days 03:09:07
579,simfix_0,0 days 02:03:02
580,nopol_1,0 days 00:03:11
581,dynamoth_1,0 days 02:02:13
582,simfix_1,0 days 02:16:31
583,tbar_0,0 days 02:09:56
584,simfix_0,0 days 02:04:47
585,nopol_1,0 days 00:00:45
586,dynamoth_1,0 days 00:01:07
587,tbar_1,0 days 02:33:13
588,simfix_1,0 days 03:20:25
589,tbar_1,0 days 03:00:09
590,tbar_0,0 days 02:08:45
591,simfix_0,0 days 02:21:05
592,nopol_1,0 days 00:00:29
593,dynamoth_1,0 days 00:00:28
594,tbar_0,0 days 00:39:43
595,simfix_0,0 days 00:00:36
596,nopol_1,0 days 00:01:12
597,dynamoth_1,0 days 00:00:11
598,dynamoth_2,0 days 00:00:56
599,dynamoth_3,0 days 00:00:56
600,nopol_2,0 days 00:38:24
601,nopol_3,0 days 00:36:51
602,tbar_0,0 days 03:57:17
603,simfix_0,0 days 03:03:38
604,nopol_1,0 days 00:04:51
605,dynamoth_1,0 days 00:01:24
606,tbar_0,0 days 02:05:51
607,simfix_0,0 days 02:10:35
608,nopol_1,0 days 00:00:30
609,dynamoth_1,0 days 00:00:31
610,simfix_1,0 days 01:42:08
611,tbar_0,0 days 02:01:15
612,simfix_0,0 days 02:01:22
613,nopol_1,0 days 00:06:50
614,dynamoth_1,0 days 00:00:39
615,tbar_0,0 days 02:05:57
616,simfix_0,0 days 02:08:52
617,nopol_1,0 days 00:00:29
618,dynamoth_1,0 days 00:00:30
619,simfix_1,0 days 02:16:08
620,tbar_1,0 days 02:59:53
621,dynamoth_2,0 days 00:01:19
622,tbar_1,0 days 02:38:04
623,dynamoth_3,0 days 00:01:18
624,tbar_0,0 days 02:01:47
625,simfix_0,0 days 02:04:07
626,nopol_1,0 days 02:01:29
627,dynamoth_1,0 days 00:27:32
628,simfix_1,0 days 02:08:36
629,simfix_2,0 days 04:44:19
630,nopol_2,0 days 00:02:35
631,nopol_3,0 days 00:01:28
632,dynamoth_2,0 days 00:01:27
633,tbar_1,0 days 02:10:48
634,dynamoth_3,0 days 00:01:26
635,nopol_2,0 days 00:01:18
636,nopol_3,0 days 00:01:18
637,tbar_0,0 days 03:50:03
638,simfix_0,0 days 02:05:55
639,nopol_1,0 days 00:05:42
640,simfix_2,0 days 02:41:47
641,dynamoth_1,0 days 00:01:20
642,tbar_1,0 days 00:04:22
643,simfix_1,0 days 00:32:08
644,tbar_1,0 days 02:35:32
645,tbar_0,0 days 02:04:49
646,simfix_0,0 days 02:01:32
647,nopol_1,0 days 00:08:40
648,simfix_2,0 days 03:59:19
649,dynamoth_1,0 days 00:18:56
650,tbar_0,0 days 02:04:35
651,simfix_0,0 days 02:09:37
652,nopol_1,0 days 00:51:54
653,dynamoth_1,0 days 02:22:09
654,simfix_1,0 days 02:51:53
655,tbar_0,0 days 02:04:46
656,simfix_0,0 days 02:07:09
657,nopol_1,0 days 00:30:42
658,dynamoth_1,0 days 00:34:46
659,simfix_1,0 days 02:49:32
660,tbar_1,0 days 02:20:51
661,tbar_0,0 days 02:03:00
662,simfix_0,0 days 02:08:17
663,nopol_1,0 days 00:47:28
664,dynamoth_1,0 days 02:01:53
665,simfix_1,0 days 02:18:14
666,tbar_1,0 days 03:43:41
667,simfix_1,0 days 03:32:07
668,tbar_0,0 days 02:05:28
669,simfix_0,0 days 02:01:19
670,nopol_1,0 days 00:19:59
671,dynamoth_1,0 days 00:01:55
672,dynamoth_2,0 days 00:00:39
673,dynamoth_3,0 days 00:00:39
674,nopol_2,0 days 00:01:21
675,nopol_3,0 days 00:00:28
676,tbar_0,0 days 02:07:39
677,simfix_0,0 days 02:01:34
678,nopol_1,0 days 00:00:39
679,simfix_2,0 days 04:21:51
680,dynamoth_1,0 days 00:00:39
681,tbar_1,0 days 02:10:18
682,tbar_0,0 days 02:05:28
683,simfix_0,0 days 02:08:41
684,nopol_1,0 days 00:10:26
685,dynamoth_1,0 days 02:04:04
686,simfix_1,0 days 02:49:35
687,tbar_0,0 days 02:05:19
688,simfix_0,0 days 02:02:06
689,nopol_1,0 days 00:01:38
690,dynamoth_1,0 days 00:18:32
691,tbar_0,0 days 02:07:51
692,simfix_0,0 days 02:01:24
693,nopol_1,0 days 00:06:12
694,dynamoth_1,0 days 02:03:26
695,dynamoth_2,0 days 00:00:25
696,simfix_2,0 days 03:06:49
697,dynamoth_3,0 days 00:00:26
698,nopol_2,0 days 00:02:23
699,nopol_3,0 days 00:00:44
700,dynamoth_2,0 days 00:04:10
701,tbar_1,0 days 01:25:09
702,simfix_1,0 days 03:59:51
703,dynamoth_3,0 days 02:00:14
704,nopol_2,0 days 00:03:55
705,nopol_3,0 days 01:27:03
706,tbar_0,0 days 03:22:32
707,simfix_0,0 days 03:58:51
708,nopol_1,0 days 00:01:09
709,dynamoth_1,0 days 00:00:23
710,dynamoth_2,0 days 00:18:46
711,tbar_1,0 days 04:00:04
712,simfix_1,0 days 02:39:57
713,dynamoth_3,0 days 00:21:38
714,simfix_2,0 days 06:01:25
715,tbar_1,0 days 01:58:13
716,tbar_0,0 days 03:54:45
717,simfix_0,0 days 03:25:19
718,nopol_1,0 days 00:23:32
719,dynamoth_1,0 days 00:00:53
720,tbar_1,0 days 02:58:17
721,dynamoth_2,0 days 00:02:09
722,dynamoth_3,0 days 00:02:09
723,nopol_2,0 days 00:13:53
724,nopol_3,0 days 00:04:23
725,tbar_0,0 days 02:01:23
726,simfix_0,0 days 02:07:13
727,nopol_1,0 days 00:10:03
728,dynamoth_1,0 days 00:19:54
729,simfix_1,0 days 02:15:57
730,tbar_0,0 days 02:10:26
731,simfix_0,0 days 02:04:41
732,nopol_1,0 days 00:00:35
733,dynamoth_1,0 days 00:00:38
734,tbar_0,0 days 02:04:38
735,simfix_0,0 days 02:01:33
736,nopol_1,0 days 00:24:59
737,dynamoth_1,0 days 00:16:08
738,tbar_0,0 days 03:13:44
739,simfix_0,0 days 02:17:06
740,nopol_1,0 days 00:18:18
741,simfix_2,0 days 05:45:03
742,dynamoth_1,0 days 01:05:20
743,tbar_0,0 days 02:33:43
744,simfix_0,0 days 00:06:08
745,nopol_1,0 days 00:08:52
746,dynamoth_1,0 days 00:10:44
747,tbar_0,0 days 02:01:44
748,simfix_0,0 days 02:04:16
749,nopol_1,0 days 00:00:28
750,dynamoth_1,0 days 00:00:25
751,simfix_1,0 days 00:16:18
752,tbar_0,0 days 02:02:32
753,simfix_0,0 days 02:05:38
