,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory
98,tbar_3,defects4j,Lang_58,603.8360000000002,17.866000000000003,10.196999999999939,593.6390000000004,0.0,0,0,yes,NO
99,dynamoth_2,defects4j,Lang_58,42.909000000000006,17.646,3.6799999999999997,0.563,15.867,1,1678,yes,NO
100,dynamoth_3,defects4j,Lang_58,43.014,17.678,3.694000000000001,0.365,15.565,1,1678,yes,NO
101,simfix_1,defects4j,Lang_59,4909.002999999993,18.812,42.63500000000195,3823.5209999999915,1042.8469999999995,1515,30817,yes,YES
102,simfix_2,defects4j,Lang_59,3869.6859999999933,18.812,42.63500000000195,3823.5209999999915,3.5300000000000002,19,1694,0,YES
103,simfix_3,defects4j,Lang_59,3866.1559999999936,18.812,42.63500000000195,3823.5209999999915,0.0,0,0,0,YES
104,tbar_1,defects4j,Lang_59,604.2460000000004,18.422,7.70600000000009,527.6400000000003,68.89999999999998,406,3583,yes,NO
105,tbar_2,defects4j,Lang_59,617.5300000000004,18.422,7.70600000000009,527.6400000000003,82.18399999999998,406,2081,yes,NO
106,tbar_3,defects4j,Lang_59,535.3460000000005,18.422,7.70600000000009,527.6400000000003,0.0,0,0,yes,NO
107,simfix_1,defects4j,Lang_60,7206.6829999999845,18.935000000000002,58.80999999999489,2606.588999999995,4541.283999999995,591,40521,0,NO
108,simfix_2,defects4j,Lang_60,4520.512999999994,18.935000000000002,58.80999999999489,3434.753999999998,1026.9490000000003,777,50937,0,NO
109,simfix_3,defects4j,Lang_60,3493.563999999993,18.935000000000002,58.80999999999489,3434.753999999998,0.0,0,0,0,NO
110,tbar_1,defects4j,Lang_60,3343.137999999999,18.92,20.4579999999997,2156.243,1166.4369999999994,1252,16217,yes,NO
111,tbar_2,defects4j,Lang_60,2466.7799999999993,18.92,20.4579999999997,2156.243,290.07899999999955,1252,6268,yes,NO
112,tbar_3,defects4j,Lang_60,2176.7009999999996,18.92,20.4579999999997,2156.243,0.0,0,0,yes,NO
113,simfix_1,defects4j,Lang_61,7208.988000000003,18.756,61.14200000000391,2708.401000000002,4439.444999999998,552,23163,0,NO
114,simfix_2,defects4j,Lang_61,5114.798000000003,18.756,61.14200000000391,3788.065000000002,1265.5909999999974,754,8188,0,NO
115,simfix_3,defects4j,Lang_61,3849.207000000006,18.756,61.14200000000391,3788.065000000002,0.0,0,0,0,NO
116,tbar_1,defects4j,Lang_61,3618.446000000004,18.229,23.639999999999077,2505.9060000000036,1088.9000000000015,1383,12984,yes,NO
117,tbar_2,defects4j,Lang_61,3695.6410000000037,18.229,23.639999999999077,2505.9060000000036,1166.0950000000012,1383,7776,yes,NO
118,tbar_3,defects4j,Lang_61,2529.5460000000026,18.229,23.639999999999077,2505.9060000000036,0.0,0,0,yes,NO
119,simfix_1,defects4j,Lang_62,3645.020999999996,22.719,82.9350000000023,3341.8729999999937,220.21299999999997,256,6518,yes,YES
120,simfix_2,defects4j,Lang_62,3603.445999999996,22.719,82.9350000000023,3341.8729999999937,178.63799999999992,488,488,yes,YES
121,simfix_3,defects4j,Lang_62,3424.807999999996,22.719,82.9350000000023,3341.8729999999937,0.0,0,0,yes,YES
122,tbar_1,defects4j,Lang_62,8835.622,22.027,11.991999999998399,863.0990000000005,7960.531000000001,726,17592,0,NO
123,tbar_2,defects4j,Lang_62,2091.4419999999996,22.027,11.991999999998399,909.5020000000007,1169.9480000000003,758,758,0,NO
124,tbar_3,defects4j,Lang_62,921.4939999999991,22.027,11.991999999998399,909.5020000000007,0.0,0,0,0,NO
125,dynamoth_2,defects4j,Lang_63,243.763,18.865000000000002,204.32299999999998,0.385,15.836,1,1660,yes,NO
126,dynamoth_3,defects4j,Lang_63,221.57500000000002,18.829,181.24,0.338,16.316,1,1660,yes,NO
127,tbar_1,defects4j,Lang_64,762.5170000000006,16.022,9.954000000000054,752.5630000000006,0.0,420,0,0,NO
128,tbar_2,defects4j,Lang_64,864.6720000000005,16.022,9.954000000000054,752.5630000000006,102.15499999999993,420,2912,0,NO
129,tbar_3,defects4j,Lang_64,762.5170000000006,16.022,9.954000000000054,752.5630000000006,0.0,0,0,0,NO
130,tbar_1,defects4j,Lang_65,1537.7729999999965,17.243000000000002,9.928999999998606,1092.4079999999979,435.43600000000004,1172,18997,0,NO
131,tbar_2,defects4j,Lang_65,1316.0989999999967,17.243000000000002,9.928999999998606,1092.4079999999979,213.76200000000034,1172,1172,0,NO
132,tbar_3,defects4j,Lang_65,1102.3369999999964,17.243000000000002,9.928999999998606,1092.4079999999979,0.0,0,0,0,NO
133,simfix_1,defects4j,Math_1,7578.940000000002,265.153,377.60199999999884,2655.7820000000042,4545.556,319,28925,0,NO
134,simfix_2,defects4j,Math_1,7169.711000000009,265.153,377.60199999999884,5086.94400000001,1705.165,747,15228,0,NO
135,simfix_3,defects4j,Math_1,5464.546000000009,265.153,377.60199999999884,5086.94400000001,0.0,0,0,0,NO
136,tbar_1,defects4j,Math_1,7227.429000000001,264.758,37.63199999999878,975.2290000000019,6214.568,720,9873,0,NO
137,tbar_2,defects4j,Math_1,7197.0250000000015,264.758,37.63199999999878,6180.500000000002,978.8930000000005,3617,7234,0,NO
138,tbar_3,defects4j,Math_1,6218.1320000000005,264.758,37.63199999999878,6180.500000000002,0.0,0,0,0,NO
139,nopol_2,defects4j,Math_2,485.222,260.80199999999996,12.100999999999999,0.208,201.208,1,4553,yes,NO
140,nopol_3,defects4j,Math_2,5474.459999999999,260.414,3943.803999999999,1.062,1261.5780000000002,5,22765,0,NO
141,simfix_1,defects4j,Math_2,7548.8730000000005,260.80899999999997,374.8480000000005,946.2149999999999,6227.8099999999995,131,23929,0,NO
142,simfix_2,defects4j,Math_2,7155.025999999989,260.80899999999997,374.8480000000005,4804.440999999987,1975.737000000002,663,37079,0,NO
143,simfix_3,defects4j,Math_2,5179.288999999988,260.80899999999997,374.8480000000005,4804.440999999987,0.0,0,0,0,NO
144,tbar_1,defects4j,Math_2,85.61599999999977,260.406,2.5369999999997725,55.783,27.295999999999996,41,896,yes,NO
145,tbar_2,defects4j,Math_2,5072.782999999999,260.406,2.5369999999997725,55.783,5014.463,41,100185,yes,NO
146,tbar_3,defects4j,Math_2,58.31999999999977,260.406,2.5369999999997725,55.783,0.0,0,0,yes,NO
147,dynamoth_2,defects4j,Math_2,500.356,260.508,4.6720000000000255,0.332,223.59199999999998,1,4553,yes,NO
148,dynamoth_3,defects4j,Math_2,0.0,0.0,-1522.5520000000001,1.513,1564.5520000000001,7,31871,0,NO
149,simfix_1,defects4j,Math_3,8886.084,299.553,313.46800000000525,4686.2369999999955,3886.379,236,8280,0,NO
150,simfix_2,defects4j,Math_3,7176.282,299.553,313.46800000000525,6557.027999999995,305.7859999999999,453,453,0,NO
151,simfix_3,defects4j,Math_3,6870.496,299.553,313.46800000000525,6557.027999999995,0.0,0,0,0,NO
152,tbar_1,defects4j,Math_3,7195.522000000003,300.074,41.700000000000166,6745.511000000002,408.311,3443,15100,0,NO
153,tbar_2,defects4j,Math_3,7202.893999999996,300.074,41.700000000000166,6227.415999999997,933.7779999999977,3289,3289,0,NO
154,tbar_3,defects4j,Math_3,6787.211000000002,300.074,41.700000000000166,6745.511000000002,0.0,0,0,0,NO
155,simfix_1,defects4j,Math_4,7169.513000000004,267.16999999999996,185.68899999999778,6954.7190000000055,29.105,2930,2536,0,NO
156,simfix_2,defects4j,Math_4,7204.057999999998,267.16999999999996,185.68899999999778,6312.858,705.511,2301,4602,0,NO
157,simfix_3,defects4j,Math_4,7140.408000000003,267.16999999999996,185.68899999999778,6954.7190000000055,0.0,0,0,0,NO
158,tbar_1,defects4j,Math_4,7195.953000000031,267.09,52.45600000000058,7091.419000000031,52.077999999999996,4345,3778,0,NO
159,tbar_2,defects4j,Math_4,7209.986000000037,267.09,52.45600000000058,6189.917000000036,967.6130000000003,3684,7368,0,NO
160,tbar_3,defects4j,Math_4,7143.875000000031,267.09,52.45600000000058,7091.419000000031,0.0,0,0,0,NO
161,simfix_1,defects4j,Math_5,5.675000000000045,643.171,4.051000000000045,1.168,0.456,1,6,yes,NO
162,simfix_2,defects4j,Math_5,290.35300000000007,643.171,4.051000000000045,1.168,285.134,1,4399,yes,NO
163,simfix_3,defects4j,Math_5,5.219000000000045,643.171,4.051000000000045,1.168,0.0,0,0,yes,NO
164,tbar_1,defects4j,Math_5,3.78200000000001,642.7900000000001,1.3950000000000102,1.9529999999999998,0.434,2,2,yes,NO
165,tbar_2,defects4j,Math_5,236.613,642.7900000000001,1.3950000000000102,1.9529999999999998,233.265,2,4400,yes,NO
166,tbar_3,defects4j,Math_5,3.34800000000001,642.7900000000001,1.3950000000000102,1.9529999999999998,0.0,0,0,yes,NO
167,dynamoth_2,defects4j,Math_5,972.819,642.273,33.293000000000006,0.331,283.314,1,4399,yes,NO
168,dynamoth_3,defects4j,Math_5,1437.4319999999998,642.217,251.92099999999994,0.514,530.4870000000001,2,8798,0,NO
169,simfix_1,defects4j,Math_6,13.754999999999987,703.337,3.8659999999999854,1.15,8.739,1,28,yes,NO
170,simfix_2,defects4j,Math_6,310.78299999999996,703.337,3.8659999999999854,1.15,305.767,1,4392,yes,NO
171,simfix_3,defects4j,Math_6,5.015999999999986,703.337,3.8659999999999854,1.15,0.0,0,0,yes,NO
172,tbar_1,defects4j,Math_6,15.329000000000006,702.6909999999999,0.7750000000000057,3.4000000000000004,11.154,2,56,yes,NO
173,tbar_2,defects4j,Math_6,242.897,702.6909999999999,0.7750000000000057,3.4000000000000004,238.72199999999998,2,4420,yes,NO
174,tbar_3,defects4j,Math_6,4.175000000000006,702.6909999999999,0.7750000000000057,3.4000000000000004,0.0,0,0,yes,NO
175,nopol_2,defects4j,Math_7,965.2539,755.8459,2.4279999999999973,0.206,200.827,1,4383,yes,NO
176,nopol_3,defects4j,Math_7,0.0,0.0,-1250.4389999999999,0.992,1305.4389999999999,7,30681,0,NO
177,simfix_1,defects4j,Math_7,8716.844999999994,757.7419,107.23799999999322,1960.6860000000013,6648.921,493,32201,0,NO
178,simfix_2,defects4j,Math_7,7216.722999999991,757.7419,107.23799999999322,2147.5680000000007,4961.916999999997,543,83801,0,NO
179,simfix_3,defects4j,Math_7,2293.115999999995,757.7419,107.23799999999322,2185.878000000002,0.0,0,0,0,NO
180,tbar_1,defects4j,Math_7,4993.917999999994,755.5088999999999,5.2370000000000765,631.2209999999992,4357.459999999995,468,34039,yes,NO
181,tbar_2,defects4j,Math_7,7372.439999999996,755.5088999999999,5.2370000000000765,305.1149999999999,7062.087999999996,235,118549,0,NO
182,tbar_3,defects4j,Math_7,636.4579999999993,755.5088999999999,5.2370000000000765,631.2209999999992,0.0,0,0,0,NO
183,simfix_1,defects4j,Math_8,77.54500000000004,652.9091,14.094000000000051,62.246999999999986,1.204,5,7,yes,NO
184,simfix_2,defects4j,Math_8,366.765,652.9091,14.094000000000051,62.246999999999986,290.424,5,4310,yes,NO
185,simfix_3,defects4j,Math_8,76.34100000000004,652.9091,14.094000000000051,62.246999999999986,0.0,0,0,yes,NO
186,tbar_1,defects4j,Math_8,38.60600000000002,652.2141,1.4570000000000327,33.50599999999999,3.643,15,26,yes,NO
187,tbar_2,defects4j,Math_8,348.02500000000003,652.2141,1.4570000000000327,33.50599999999999,313.062,15,4320,yes,NO
188,tbar_3,defects4j,Math_8,34.96300000000002,652.2141,1.4570000000000327,33.50599999999999,0.0,0,0,yes,NO
189,dynamoth_2,defects4j,Math_8,1269.4401,652.7691,4.860000000000014,0.609,598.35,2,8612,yes,NO
190,dynamoth_3,defects4j,Math_8,1592.4481,652.3971,50.59899999999993,0.8260000000000001,876.9830000000001,3,12918,0,NO
191,simfix_1,defects4j,Math_9,7207.0570000000025,658.622,89.40699999999782,3831.9329999999995,3285.717000000005,1221,258303,0,NO
192,simfix_2,defects4j,Math_9,7181.920999999987,658.622,89.40699999999782,4671.124999999989,2421.3889999999997,1940,31907,0,NO
193,simfix_3,defects4j,Math_9,4760.5319999999865,658.622,89.40699999999782,4671.124999999989,0.0,0,0,0,NO
194,tbar_1,defects4j,Math_9,7196.000999999999,658.5809999999999,30.079000000001017,3527.252999999996,3638.669000000002,2535,255304,0,NO
195,tbar_2,defects4j,Math_9,7473.178000000002,658.5809999999999,30.079000000001017,557.3710000000002,6885.728000000001,351,111657,0,NO
196,tbar_3,defects4j,Math_9,3557.331999999997,658.5809999999999,30.079000000001017,3527.252999999996,0.0,0,0,0,NO
197,simfix_1,defects4j,Math_10,7234.30499999999,676.031,199.11499999999788,6280.981999999993,754.2079999999999,650,22162,0,NO
198,simfix_2,defects4j,Math_10,7181.0470000000005,676.031,199.11499999999788,6775.055000000002,206.877,751,751,0,NO
199,simfix_3,defects4j,Math_10,6974.17,676.031,199.11499999999788,6775.055000000002,0.0,0,0,0,NO
200,tbar_1,defects4j,Math_10,8618.434000000003,675.207,41.483999999999284,2574.3830000000025,6002.567000000001,1653,70309,0,NO
201,tbar_2,defects4j,Math_10,7262.029000000002,675.207,41.483999999999284,2664.8210000000026,4555.724,1725,1725,0,NO
202,tbar_3,defects4j,Math_10,2707.383000000002,675.207,41.483999999999284,2665.8990000000026,0.0,0,0,0,NO
203,simfix_1,defects4j,Math_11,7189.837999999989,755.639,139.76200000000034,6814.437999999988,235.63800000000003,501,11174,0,YES
204,simfix_2,defects4j,Math_11,6966.171999999989,755.639,139.76200000000034,6814.437999999988,11.972000000000005,33,4048,0,YES
205,simfix_3,defects4j,Math_11,6954.199999999989,755.639,139.76200000000034,6814.437999999988,0.0,0,0,0,YES
206,tbar_1,defects4j,Math_11,28.957,754.644,1.3590000000000035,25.554999999999996,2.043,8,24,yes,NO
207,tbar_2,defects4j,Math_11,307.686,754.644,1.3590000000000035,25.554999999999996,280.772,8,4023,yes,NO
208,tbar_3,defects4j,Math_11,26.914,754.644,1.3590000000000035,25.554999999999996,0.0,0,0,yes,NO
209,simfix_1,defects4j,Math_12,-,-,-,-,-,-,-,-,-
210,tbar_1,defects4j,Math_12,-,-,-,-,-,-,-,-,-
211,tbar_1,defects4j,Math_13,7657.687,651.648,17.64199999999947,595.2680000000006,7044.776999999999,219,12705,0,NO
212,tbar_2,defects4j,Math_13,7201.550999999996,651.648,17.64199999999947,1993.0450000000033,5190.863999999993,774,774,0,NO
213,tbar_3,defects4j,Math_13,2011.8220000000026,651.648,17.64199999999947,1994.1800000000032,0.0,0,0,0,NO
214,tbar_1,defects4j,Math_14,7206.390000000003,649.165,18.186000000001535,1271.5930000000012,5916.611,423,9015,0,NO
215,tbar_2,defects4j,Math_14,7197.124000000007,649.165,18.186000000001535,2102.375000000002,5076.563000000004,904,904,0,NO
216,tbar_3,defects4j,Math_14,2120.5610000000033,649.165,18.186000000001535,2102.375000000002,0.0,0,0,0,NO
217,tbar_1,defects4j,Math_15,374.823,353.723,3.5720000000000027,45.59099999999999,325.65999999999997,39,16940,yes,NO
218,tbar_2,defects4j,Math_15,843.2650000000001,353.723,3.5720000000000027,45.59099999999999,794.1020000000001,39,14911,yes,NO
219,tbar_3,defects4j,Math_15,49.16299999999999,353.723,3.5720000000000027,45.59099999999999,0.0,0,0,yes,NO
220,simfix_1,defects4j,Math_16,8323.841999999997,412.562,246.77099999999857,539.7809999999998,7537.289999999999,112,7654,0,NO
221,simfix_2,defects4j,Math_16,7573.6249999999945,412.562,246.77099999999857,3854.296999999996,3472.5570000000007,783,1566,0,NO
222,simfix_3,defects4j,Math_16,4120.332999999995,412.562,246.77099999999857,3873.5619999999967,0.0,0,0,0,NO
223,tbar_1,defects4j,Math_16,-,-,-,-,-,-,-,-,-
224,simfix_1,defects4j,Math_17,7557.828999999997,411.947,59.77899999999785,1888.0840000000007,5609.9659999999985,1016,6391,0,NO
225,simfix_2,defects4j,Math_17,7193.377,411.947,59.77899999999785,5729.915000000004,1403.6829999999993,2398,2398,0,NO
226,simfix_3,defects4j,Math_17,5789.694000000001,411.947,59.77899999999785,5729.915000000004,0.0,0,0,0,NO
227,tbar_1,defects4j,Math_17,7201.007000000003,411.669,41.41500000000049,5868.824000000004,1290.7679999999984,3043,11218,0,NO
