,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory
81,tbar_1,defects4j,Time_8,7199.494999999994,20.250999999999998,48.77400000000005,6562.994999999994,587.7259999999997,4315,62499,0,NO
82,tbar_2,defects4j,Time_8,7203.933999999998,20.250999999999998,48.77400000000005,6092.115,1063.0449999999983,3974,3974,0,NO
83,tbar_3,defects4j,Time_8,6611.768999999995,20.250999999999998,48.77400000000005,6562.994999999994,0.0,0,0,0,NO
84,dynamoth_1,defects4j,Time_8,220.225,20.131999999999998,184.837,0.596,6.241,2,468,0,NO
85,nopol_1,defects4j,Time_9,145.954,14.972999999999999,125.897,0,0,0,0,0,NO
86,simfix_1,defects4j,Time_9,1842.9469999999997,15.368,75.14899999999855,1372.6000000000008,395.19800000000015,517,79842,0,NO
87,simfix_2,defects4j,Time_9,1562.2599999999993,15.368,75.14899999999855,1372.6000000000008,114.51099999999994,544,544,0,NO
88,simfix_3,defects4j,Time_9,7201.442999999989,15.368,75.14899999999855,1370.287000000001,5756.00699999999,555,2203905,0,NO
89,tbar_1,defects4j,Time_9,1054.9459999999992,14.969,13.491000000000238,911.448999999999,130.006,590,15673,0,NO
90,tbar_2,defects4j,Time_9,1050.8899999999994,14.969,13.491000000000238,911.448999999999,125.95000000000005,590,590,0,NO
91,tbar_3,defects4j,Time_9,7232.562999999998,14.969,13.491000000000238,909.858999999999,6309.213,594,2358774,0,NO
92,tbar_1,defects4j,Time_9,7199.678000000016,15.283,49.471999999999625,6671.954000000016,478.2520000000002,4633,62499,0,NO
93,tbar_2,defects4j,Time_9,7204.885000000007,15.283,49.471999999999625,6118.368000000008,1037.0449999999992,4087,4087,0,NO
94,tbar_3,defects4j,Time_9,6721.426000000016,15.283,49.471999999999625,6671.954000000016,0.0,0,0,0,NO
95,dynamoth_1,defects4j,Time_9,132.886,15.071,108.05699999999999,0.41300000000000003,3.674,2,468,0,NO
96,nopol_1,defects4j,Time_10,904.6659999999999,22.044999999999998,872.722,0,0,0,0,0,NO
97,simfix_1,defects4j,Time_10,945.1409999999998,21.698,60.74799999999873,884.3930000000012,0.0,329,0,0,NO
98,simfix_2,defects4j,Time_10,1811.7079999999999,21.698,60.74799999999873,884.3930000000012,866.567,329,658,0,NO
99,simfix_3,defects4j,Time_10,8434.176,21.698,60.74799999999873,883.6160000000011,7489.812,329,1301195,0,NO
100,tbar_1,defects4j,Time_10,1104.6650000000013,21.624,14.39200000000171,1090.2729999999997,0.0,891,0,0,NO
101,tbar_2,defects4j,Time_10,1278.0780000000016,21.624,14.39200000000171,1090.2729999999997,173.41300000000027,887,1774,0,NO
102,tbar_3,defects4j,Time_10,7213.245999999999,21.624,14.39200000000171,1088.9629999999997,6109.890999999998,891,3523905,0,NO
103,tbar_1,defects4j,Time_10,7200.602999999986,21.861,49.12199999999903,7151.480999999987,0.0,4287,0,0,NO
104,tbar_2,defects4j,Time_10,7551.243000000003,21.861,49.12199999999903,2956.2710000000043,4545.849999999999,1441,2882,0,NO
105,tbar_3,defects4j,Time_10,7200.602999999986,21.861,49.12199999999903,7151.480999999987,0.0,0,0,0,NO
106,dynamoth_1,defects4j,Time_10,0.0,0.0,20.0,0,0,0,0,0,NO
107,nopol_1,defects4j,Time_11,2700.924,19.936,2655.109,14.071,14.686,1,6,yes,NO
108,simfix_1,defects4j,Time_11,917.3610000000008,19.741,60.872000000000696,856.4890000000001,0.0,361,0,0,NO
109,simfix_2,defects4j,Time_11,978.0270000000008,19.741,60.872000000000696,856.4890000000001,60.665999999999976,361,361,0,NO
110,simfix_3,defects4j,Time_11,8357.984999999999,19.741,60.872000000000696,855.8290000000002,7441.283999999998,361,1425950,0,NO
111,tbar_1,defects4j,Time_11,1080.9670000000008,19.588,13.867000000000347,1067.1000000000004,0.0,925,0,0,NO
112,tbar_2,defects4j,Time_11,1239.6020000000012,19.588,13.867000000000347,1067.1000000000004,158.63500000000053,920,920,0,NO
113,tbar_3,defects4j,Time_11,7205.087999999994,19.588,13.867000000000347,1066.1620000000003,6125.058999999994,925,3653750,0,NO
114,tbar_1,defects4j,Time_11,7198.9720000000125,19.936,53.389999999998906,7143.543000000013,2.039,4910,45,0,NO
115,tbar_2,defects4j,Time_11,7207.490000000004,19.936,53.389999999998906,6032.278000000008,1121.821999999997,3988,3988,0,NO
116,tbar_3,defects4j,Time_11,7196.933000000012,19.936,53.389999999998906,7143.543000000013,0.0,0,0,0,NO
117,dynamoth_1,defects4j,Time_11,28.029,19.532,3.074,1.123,1.316,1,1,yes,NO
118,nopol_1,defects4j,Time_12,774.023,17.629,749.075,0,0,0,0,0,NO
119,simfix_1,defects4j,Time_12,1273.1099999999992,17.519000000000002,80.10500000000027,1193.004999999999,0.0,357,0,0,NO
120,simfix_2,defects4j,Time_12,1403.6329999999991,17.519000000000002,80.10500000000027,1193.004999999999,130.52299999999994,355,2840,0,NO
121,simfix_3,defects4j,Time_12,8923.767,17.519000000000002,80.10500000000027,1192.298999999999,7651.363,357,1405509,0,NO
122,tbar_1,defects4j,Time_12,1010.9690000000022,17.537000000000003,15.387000000001136,995.5820000000011,0.0,615,0,0,NO
123,tbar_2,defects4j,Time_12,1221.8280000000022,17.537000000000003,15.387000000001136,995.5820000000011,210.8590000000001,600,4800,0,NO
124,tbar_3,defects4j,Time_12,7204.815000000003,17.537000000000003,15.387000000001136,994.7790000000011,6194.649,615,2421255,0,NO
125,tbar_1,defects4j,Time_12,7199.322000000016,17.567,50.85300000000166,7148.469000000014,0.0,5527,0,0,NO
126,tbar_2,defects4j,Time_12,7209.377999999997,17.567,50.85300000000166,5664.268999999998,1494.2559999999971,3924,31392,0,NO
127,tbar_3,defects4j,Time_12,7199.322000000016,17.567,50.85300000000166,7148.469000000014,0.0,0,0,0,NO
128,dynamoth_1,defects4j,Time_12,0.0,0.0,37.0,0,0,0,0,0,NO
129,nopol_1,defects4j,Time_13,228.35,14.768,206.16,0,0,0,0,0,NO
130,simfix_1,defects4j,Time_13,910.471999999999,14.382000000000001,58.37499999999986,852.0969999999991,0.0,353,0,0,NO
131,simfix_2,defects4j,Time_13,971.8469999999988,14.382000000000001,58.37499999999986,852.0969999999991,61.37499999999995,353,353,0,NO
132,simfix_3,defects4j,Time_13,8351.630999999998,14.382000000000001,58.37499999999986,851.382999999999,7441.872999999999,353,1382701,0,NO
133,tbar_1,defects4j,Time_13,1222.3530000000014,14.444,14.450000000000415,1207.903000000001,0.0,984,0,0,NO
134,tbar_2,defects4j,Time_13,1392.3880000000015,14.444,14.450000000000415,1207.903000000001,170.0350000000001,963,963,0,NO
135,tbar_3,defects4j,Time_13,7204.114999999999,14.444,14.450000000000415,1207.285000000001,5982.379999999997,984,3854328,0,NO
136,tbar_1,defects4j,Time_13,7201.1539999999995,14.664000000000001,54.70200000000112,7146.451999999998,0.0,5845,0,0,NO
137,tbar_2,defects4j,Time_13,7209.970000000001,14.664000000000001,54.70200000000112,6025.685,1129.5829999999994,5068,5068,0,NO
138,tbar_3,defects4j,Time_13,7201.1539999999995,14.664000000000001,54.70200000000112,7146.451999999998,0.0,0,0,0,NO
139,dynamoth_1,defects4j,Time_13,1441.289,14.752,1379.073,17.014,41.308,24,3616,0,NO
140,nopol_1,defects4j,Time_14,19.592000000000002,11.534,2.959,0.136,0.399,1,21,yes,NO
141,simfix_1,defects4j,Time_14,2960.610000000004,11.784,155.86300000000097,2792.401000000003,12.345999999999998,1227,1982,0,NO
142,simfix_2,defects4j,Time_14,4707.986000000004,11.784,155.86300000000097,2792.401000000003,1759.722,518,4144,0,NO
143,simfix_3,defects4j,Time_14,7203.486000000001,11.784,155.86300000000097,2709.896000000004,4337.726999999995,508,1984756,0,NO
144,tbar_1,defects4j,Time_14,950.6680000000007,11.663,12.224000000000261,938.4440000000004,0.0,765,0,0,NO
145,tbar_2,defects4j,Time_14,1156.3070000000007,11.663,12.224000000000261,938.4440000000004,205.6390000000001,749,5992,0,NO
146,tbar_3,defects4j,Time_14,7202.912000000002,11.663,12.224000000000261,937.7230000000004,6252.965000000002,765,2988855,0,NO
147,tbar_1,defects4j,Time_14,7199.816999999993,11.732000000000001,49.86700000000014,7049.494999999993,100.45499999999998,5620,6216,0,NO
148,tbar_2,defects4j,Time_14,8272.831000000007,11.732000000000001,49.86700000000014,3960.278000000007,4262.686000000001,2955,23640,0,NO
149,tbar_3,defects4j,Time_14,7099.361999999993,11.732000000000001,49.86700000000014,7049.494999999993,0.0,0,0,0,NO
150,dynamoth_1,defects4j,Time_14,24.607999999999997,11.564,8.311,0.166,0.517,1,21,yes,NO
151,nopol_1,defects4j,Time_15,16.554000000000002,10.273,2.018,0,0,0,0,0,NO
152,simfix_1,defects4j,Time_15,1227.618999999999,10.504000000000001,75.49700000000044,1152.1219999999985,0.0,509,0,0,NO
153,simfix_2,defects4j,Time_15,1289.7059999999988,10.504000000000001,75.49700000000044,1152.1219999999985,62.0869999999999,509,509,0,NO
154,simfix_3,defects4j,Time_15,8096.167999999996,10.504000000000001,75.49700000000044,1151.0579999999984,6869.612999999998,509,1982555,0,NO
155,tbar_1,defects4j,Time_15,767.4090000000006,10.663,12.064000000000005,755.3450000000006,0.0,532,0,0,NO
156,tbar_2,defects4j,Time_15,861.4130000000005,10.663,12.064000000000005,755.3450000000006,94.0039999999999,518,518,0,NO
157,tbar_3,defects4j,Time_15,7200.667000000003,10.663,12.064000000000005,746.7170000000004,6441.886000000002,532,2072140,0,NO
158,tbar_1,defects4j,Time_15,7200.1829999999945,10.494,45.52900000000033,7154.653999999994,0.0,4524,0,0,NO
159,tbar_2,defects4j,Time_15,7203.810999999993,10.494,45.52900000000033,6287.473999999993,870.8079999999999,3832,3832,0,NO
160,tbar_3,defects4j,Time_15,7200.1829999999945,10.494,45.52900000000033,7154.653999999994,0.0,0,0,0,NO
161,dynamoth_1,defects4j,Time_15,15.872000000000003,10.248000000000001,1.457,0,0,0,0,0,NO
162,nopol_1,defects4j,Time_16,0.0,0.0,155.0,0,0,0,0,0,NO
163,simfix_1,defects4j,Time_16,1679.0930000000005,11.698,90.78399999999986,1559.1130000000007,29.196000000000005,530,2710,0,NO
164,simfix_2,defects4j,Time_16,1801.2170000000006,11.698,90.78399999999986,1559.1130000000007,151.32000000000005,515,3605,0,NO
165,simfix_3,defects4j,Time_16,7196.0320000000065,11.698,90.78399999999986,1559.1130000000007,5546.135000000007,535,2083290,0,NO
166,tbar_1,defects4j,Time_16,1230.6370000000015,11.048,15.61300000000097,1194.0050000000006,21.019000000000002,1010,4247,0,NO
167,tbar_2,defects4j,Time_16,1442.170000000002,11.048,15.61300000000097,1194.0050000000006,232.55200000000033,985,6895,0,NO
168,tbar_3,defects4j,Time_16,7201.435999999996,11.048,15.61300000000097,1193.0810000000006,5992.741999999994,1012,3940728,0,NO
169,tbar_1,defects4j,Time_16,7200.205000000014,11.461,47.586000000000574,6878.257000000013,274.362,4213,22138,0,NO
170,tbar_2,defects4j,Time_16,7755.921000000011,11.461,47.586000000000574,5283.991000000008,2424.344000000002,3294,23058,0,NO
171,tbar_3,defects4j,Time_16,6925.8430000000135,11.461,47.586000000000574,6878.257000000013,0.0,0,0,0,NO
172,dynamoth_1,defects4j,Time_16,0.0,0.0,177.0,0,0,0,0,0,NO
173,nopol_1,defects4j,Time_17,0.0,0.0,55.0,0,0,0,0,0,NO
174,simfix_1,defects4j,Time_17,1208.844999999998,11.75,73.2649999999996,1135.5799999999983,0.0,509,0,0,NO
175,simfix_2,defects4j,Time_17,1304.637999999998,11.75,73.2649999999996,1135.5799999999983,95.79300000000015,509,509,0,NO
176,simfix_3,defects4j,Time_17,7493.235000000001,11.75,73.2649999999996,1134.5119999999984,6285.458000000002,509,1976956,0,NO
177,tbar_1,defects4j,Time_17,995.3179999999988,11.973,13.393000000000216,981.9249999999986,0.0,837,0,0,NO
178,tbar_2,defects4j,Time_17,1156.115999999999,11.973,13.393000000000216,981.9249999999986,160.79800000000023,814,814,0,NO
179,tbar_3,defects4j,Time_17,7200.810999999989,11.973,13.393000000000216,981.9249999999986,6205.49299999999,837,3250908,0,NO
180,tbar_1,defects4j,Time_17,7199.456000000033,12.095,46.522999999999314,7152.933000000034,0.0,4925,0,0,NO
181,tbar_2,defects4j,Time_17,7204.596000000028,12.095,46.522999999999314,5979.628000000033,1178.4449999999952,3758,3758,0,NO
182,tbar_3,defects4j,Time_17,7199.456000000033,12.095,46.522999999999314,7152.933000000034,0.0,0,0,0,NO
183,dynamoth_1,defects4j,Time_17,0.0,0.0,35.0,0,0,0,0,0,NO
184,nopol_1,defects4j,Time_18,79.26500000000001,10.342,64.421,0,0,0,0,0,NO
185,simfix_1,defects4j,Time_18,1259.0139999999988,10.548,73.06199999999887,1185.9519999999998,0.0,508,0,0,NO
186,simfix_2,defects4j,Time_18,1363.1829999999986,10.548,73.06199999999887,1185.9519999999998,104.16900000000005,508,508,0,NO
187,simfix_3,defects4j,Time_18,7738.606,10.548,73.06199999999887,1185.3059999999998,6480.238000000001,508,1967992,0,NO
188,tbar_1,defects4j,Time_18,1188.1949999999995,10.522,14.72999999999887,1173.4650000000006,0.0,1139,0,0,NO
189,tbar_2,defects4j,Time_18,1363.3329999999987,10.522,14.72999999999887,1173.4650000000006,175.13799999999935,1108,1108,0,NO
190,tbar_3,defects4j,Time_18,7199.472999999989,10.522,14.72999999999887,1173.4650000000006,6011.277999999989,1139,4412486,0,NO
191,tbar_1,defects4j,Time_18,7199.913999999986,10.706000000000001,46.241000000001165,7153.672999999985,0.0,4499,0,0,NO
192,tbar_2,defects4j,Time_18,7204.747999999998,10.706000000000001,46.241000000001165,5997.315999999994,1161.1910000000023,3588,3588,0,NO
193,tbar_3,defects4j,Time_18,7199.913999999986,10.706000000000001,46.241000000001165,7153.672999999985,0.0,0,0,0,NO
194,dynamoth_1,defects4j,Time_18,52.69,10.404,39.175,0,0,0,0,0,NO
195,nopol_1,defects4j,Time_19,0.0,0.0,94.0,0,0,0,0,0,NO
196,simfix_1,defects4j,Time_19,1352.430999999996,10.270000000000001,81.87299999999959,1270.5579999999964,0.0,508,0,0,NO
197,simfix_2,defects4j,Time_19,1466.0369999999962,10.270000000000001,81.87299999999959,1270.5579999999964,113.6060000000002,508,508,0,NO
198,simfix_3,defects4j,Time_19,8622.534999999994,10.270000000000001,81.87299999999959,1269.7789999999964,7270.882999999999,508,1966976,0,NO
199,tbar_1,defects4j,Time_19,982.0310000000004,9.651000000000002,12.961999999999932,969.0690000000005,0.0,737,0,0,NO
200,tbar_2,defects4j,Time_19,1144.2670000000003,9.651000000000002,12.961999999999932,969.0690000000005,162.23599999999985,720,720,0,NO
201,tbar_3,defects4j,Time_19,7207.162000000003,9.651000000000002,12.961999999999932,968.3430000000005,6225.857000000003,737,2853664,0,NO
202,tbar_1,defects4j,Time_19,7199.693999999987,9.842,45.1140000000003,7154.579999999986,0.0,4512,0,0,NO
203,tbar_2,defects4j,Time_19,7205.091999999984,9.842,45.1140000000003,5959.916999999984,1200.0609999999995,3606,3606,0,NO
204,tbar_3,defects4j,Time_19,7199.693999999987,9.842,45.1140000000003,7154.579999999986,0.0,0,0,0,NO
205,dynamoth_1,defects4j,Time_19,0.0,0.0,71.907,0.12,1.093,1,216,0,NO
206,nopol_1,defects4j,Time_20,0.0,0.0,9.0,0,0,0,0,0,NO
207,simfix_1,defects4j,Time_20,4606.239000000002,13.697000000000001,62.085000000000285,929.9960000000011,3614.1580000000004,344,3490,0,NO
208,simfix_2,defects4j,Time_20,1458.0600000000013,13.697000000000001,62.085000000000285,929.9960000000011,465.97900000000004,344,344,0,NO
209,simfix_3,defects4j,Time_20,8745.019000000002,13.697000000000001,62.085000000000285,929.3800000000011,7753.554,346,1338674,0,NO
210,tbar_1,defects4j,Time_20,1131.990999999998,13.194,13.59399999999879,1099.7769999999991,18.619999999999994,978,2091,0,NO
211,tbar_2,defects4j,Time_20,1277.6609999999973,13.194,13.59399999999879,1099.7769999999991,164.28999999999934,957,957,0,NO
212,tbar_3,defects4j,Time_20,7202.005999999996,13.194,13.59399999999879,1099.2179999999992,6089.193999999998,980,3791620,0,NO
213,tbar_1,defects4j,Time_20,7708.10200000001,13.602,32.12500000000508,2594.9470000000038,5081.030000000001,1401,66252,0,NO
214,tbar_2,defects4j,Time_20,7200.93300000001,13.602,32.12500000000508,3977.6320000000073,3191.1759999999977,2214,2214,0,NO
215,tbar_3,defects4j,Time_20,4014.091000000012,13.602,32.12500000000508,3981.966000000007,0.0,0,0,0,NO
216,dynamoth_1,defects4j,Time_20,0.0,0.0,112.0,0,0,0,0,0,NO
217,nopol_1,defects4j,Time_21,0.0,0.0,115.0,0,0,0,0,0,NO
218,simfix_1,defects4j,Time_21,1158.314,9.416,67.77300000000022,957.8449999999999,132.6959999999999,478,41177,0,NO
219,simfix_2,defects4j,Time_21,1105.275,9.416,67.77300000000022,957.8449999999999,79.65699999999994,478,956,0,NO
220,simfix_3,defects4j,Time_21,8818.528000000002,9.416,67.77300000000022,957.276,7793.479000000001,478,1848426,0,NO
221,tbar_1,defects4j,Time_21,1439.2969999999962,9.411,14.004999999999646,1171.0329999999967,254.25899999999976,1161,61783,0,NO
222,tbar_2,defects4j,Time_21,1379.3329999999967,9.411,14.004999999999646,1171.0329999999967,194.29500000000033,1172,2344,0,NO
223,tbar_3,defects4j,Time_21,7201.494999999999,9.411,14.004999999999646,1170.5039999999967,6016.986000000003,1207,4667469,0,NO
224,tbar_1,defects4j,Time_21,7199.207000000009,9.991999999999999,46.431999999999604,6631.60300000001,521.1720000000001,4876,61783,0,NO
225,tbar_2,defects4j,Time_21,7203.141000000003,9.991999999999999,46.431999999999604,5953.844000000002,1202.865000000002,4141,8282,0,NO
226,tbar_3,defects4j,Time_21,6678.03500000001,9.991999999999999,46.431999999999604,6631.60300000001,0.0,0,0,0,NO
227,dynamoth_1,defects4j,Time_21,0.0,0.0,15.0,0,0,0,0,0,NO
