,apr_folder,repair_time
171,tbar_0,0 days 02:04:55
172,simfix_0,0 days 02:08:44
173,nopol_1,0 days 00:03:12
174,tbar_1,0 days 02:17:43
175,dynamoth_1,0 days 00:02:02
176,tbar_0,0 days 02:05:50
177,simfix_0,0 days 01:58:02
178,nopol_1,0 days 00:01:17
179,tbar_1,0 days 00:43:14
180,dynamoth_1,0 days 00:00:19
181,tbar_1,0 days 04:02:57
182,tbar_2,0 days 06:01:40
183,tbar_1,0 days 03:44:15
184,tbar_0,0 days 02:03:54
185,simfix_0,0 days 02:02:48
186,nopol_1,0 days 00:08:02
187,tbar_1,0 days 02:33:52
188,simfix_2,0 days 02:31:40
189,dynamoth_1,0 days 00:01:12
190,tbar_0,0 days 02:05:03
191,simfix_0,0 days 02:04:37
192,nopol_1,0 days 00:08:13
193,tbar_1,0 days 02:37:37
194,dynamoth_1,0 days 02:44:23
195,nopol_1,0 days 00:10:33
196,simfix_2,0 days 00:30:10
197,dynamoth_1,0 days 00:00:35
198,tbar_2,0 days 00:01:36
199,tbar_1,0 days 04:02:39
200,tbar_2,0 days 05:47:04
201,tbar_1,0 days 03:13:27
202,tbar_0,0 days 02:02:58
203,simfix_0,0 days 02:20:23
204,nopol_1,0 days 00:04:44
205,tbar_1,0 days 02:19:39
206,dynamoth_1,0 days 00:23:52
207,nopol_1,0 days 00:05:05
208,simfix_2,0 days 02:17:09
209,dynamoth_1,0 days 00:04:52
210,tbar_2,0 days 05:22:21
211,tbar_0,0 days 02:03:12
212,simfix_0,0 days 02:03:24
213,nopol_1,0 days 00:21:47
214,tbar_1,0 days 02:48:56
215,dynamoth_1,0 days 00:00:29
216,tbar_0,0 days 02:04:01
217,simfix_0,0 days 02:02:54
218,nopol_1,0 days 00:02:17
219,tbar_1,0 days 02:21:00
220,dynamoth_1,0 days 00:00:36
221,tbar_0,0 days 00:07:58
222,simfix_0,0 days 00:07:13
223,nopol_1,0 days 00:00:59
224,dynamoth_1,0 days 00:00:14
225,tbar_2,0 days 02:52:45
226,tbar_0,0 days 00:47:30
227,simfix_0,0 days 01:10:46
228,nopol_1,0 days 00:01:03
229,dynamoth_1,0 days 00:03:48
230,tbar_0,0 days 02:02:57
231,simfix_0,0 days 02:32:44
232,nopol_1,0 days 00:45:56
233,tbar_1,0 days 03:27:18
234,simfix_2,0 days 06:00:16
235,dynamoth_1,0 days 00:27:02
236,tbar_0,0 days 02:01:49
237,simfix_0,0 days 02:16:10
238,nopol_1,0 days 00:00:51
239,tbar_1,0 days 02:14:49
240,dynamoth_1,0 days 00:00:09
241,tbar_2,0 days 06:06:01
242,tbar_0,0 days 02:02:43
243,simfix_0,0 days 02:35:46
244,nopol_1,0 days 00:05:55
245,tbar_1,0 days 02:18:13
246,dynamoth_1,0 days 00:03:26
247,nopol_1,0 days 00:10:44
248,simfix_2,0 days 06:00:26
249,dynamoth_1,0 days 00:05:06
250,tbar_2,0 days 05:29:19
251,tbar_1,0 days 00:00:20
252,tbar_0,0 days 00:49:53
253,simfix_0,0 days 00:42:28
254,nopol_1,0 days 00:01:10
255,dynamoth_1,0 days 00:00:06
256,tbar_1,0 days 02:41:02
257,tbar_1,0 days 02:44:51
258,tbar_0,0 days 00:01:28
259,simfix_0,0 days 00:29:35
260,nopol_1,0 days 00:02:01
261,dynamoth_1,0 days 00:00:22
262,tbar_0,0 days 00:06:59
263,simfix_0,0 days 00:02:08
264,nopol_1,0 days 00:01:12
265,dynamoth_1,0 days 00:00:08
266,tbar_0,0 days 00:06:46
267,simfix_0,0 days 00:04:06
268,nopol_1,0 days 00:01:17
269,dynamoth_1,0 days 00:00:17
270,tbar_0,0 days 02:54:36
271,simfix_0,0 days 03:49:52
272,nopol_1,0 days 00:16:06
273,tbar_1,0 days 04:11:13
274,dynamoth_1,0 days 00:12:26
275,tbar_2,0 days 05:37:24
276,tbar_0,0 days 02:07:34
277,simfix_0,0 days 02:30:42
278,nopol_1,0 days 00:43:27
279,tbar_1,0 days 02:20:09
280,simfix_2,0 days 05:08:59
281,dynamoth_1,0 days 02:17:14
282,tbar_0,0 days 02:03:11
283,simfix_0,0 days 05:55:40
284,nopol_1,0 days 00:08:43
285,tbar_1,0 days 05:38:26
286,simfix_2,0 days 06:00:19
287,dynamoth_1,0 days 00:45:42
288,nopol_1,0 days 00:14:48
289,simfix_2,0 days 03:23:07
290,dynamoth_1,0 days 00:05:22
291,tbar_2,0 days 05:16:15
292,tbar_1,0 days 03:23:09
293,nopol_1,0 days 00:11:51
294,dynamoth_2,0 days 00:00:22
295,simfix_2,0 days 03:30:47
296,dynamoth_1,0 days 00:00:18
297,tbar_2,0 days 02:01:27
298,dynamoth_3,0 days 00:05:31
299,tbar_1,0 days 00:05:34
300,tbar_1,0 days 02:37:32
301,tbar_1,0 days 03:47:23
302,tbar_1,0 days 02:33:02
303,nopol_1,0 days 00:01:23
304,simfix_2,0 days 02:57:52
305,dynamoth_1,0 days 00:00:28
306,tbar_2,0 days 04:16:59
307,tbar_2,0 days 00:17:11
308,tbar_1,0 days 01:08:50
309,nopol_1,0 days 00:07:39
310,simfix_2,0 days 02:00:15
311,dynamoth_1,0 days 00:12:14
312,tbar_2,0 days 05:32:12
313,tbar_0,0 days 02:02:51
314,simfix_0,0 days 01:00:45
315,nopol_1,0 days 00:01:28
316,tbar_1,0 days 02:23:12
317,dynamoth_1,0 days 00:00:25
318,nopol_1,0 days 00:09:33
319,simfix_2,0 days 01:26:47
320,dynamoth_1,0 days 00:06:25
321,tbar_2,0 days 05:19:47
322,simfix_2,0 days 02:03:46
323,tbar_0,0 days 02:09:38
324,simfix_0,0 days 02:06:33
325,nopol_1,0 days 00:05:34
326,tbar_1,0 days 02:44:06
327,dynamoth_1,0 days 00:08:32
328,tbar_1,0 days 04:04:16
329,tbar_2,0 days 05:58:46
330,tbar_1,0 days 03:47:03
331,tbar_1,0 days 04:03:22
332,tbar_1,0 days 02:17:48
333,tbar_0,0 days 02:01:48
334,simfix_0,0 days 02:02:45
335,nopol_1,0 days 01:27:15
336,tbar_1,0 days 02:22:08
337,dynamoth_1,0 days 00:49:12
338,tbar_0,0 days 00:17:08
339,simfix_0,0 days 00:41:32
340,nopol_1,0 days 00:01:45
341,dynamoth_1,0 days 00:00:17
342,tbar_1-delete,0 days 00:13:52
343,tbar_2,0 days 05:57:05
344,nopol_1,0 days 00:11:56
345,simfix_2,0 days 01:38:21
346,dynamoth_1,0 days 00:05:03
347,tbar_2,0 days 05:30:56
348,tbar_0,0 days 02:02:55
349,simfix_0,0 days 02:25:53
350,nopol_1,0 days 01:05:44
351,tbar_1,0 days 02:20:05
352,simfix_2,0 days 04:56:52
353,dynamoth_1,0 days 00:45:35
354,tbar_0,0 days 02:03:35
355,simfix_0,0 days 00:30:03
356,nopol_1,0 days 00:01:12
357,tbar_1,0 days 00:19:38
358,dynamoth_1,0 days 00:00:09
359,tbar_0,0 days 00:20:01
360,simfix_0,0 days 02:11:21
361,nopol_1,0 days 00:01:06
362,simfix_2,0 days 03:35:04
363,dynamoth_1,0 days 00:00:17
364,tbar_0,0 days 00:03:53
365,simfix_0,0 days 02:07:24
366,nopol_1,0 days 00:03:37
367,simfix_2,0 days 03:50:54
368,dynamoth_1,0 days 00:01:35
369,tbar_0,0 days 00:18:46
370,simfix_0,0 days 00:06:46
371,nopol_1,0 days 00:01:10
372,dynamoth_1,0 days 00:00:11
373,tbar_0,0 days 02:07:23
374,simfix_0,0 days 01:15:46
375,nopol_1,0 days 00:01:30
376,tbar_1,0 days 01:00:32
377,dynamoth_1,0 days 00:07:50
378,tbar_1,0 days 02:06:10
379,tbar_1,0 days 04:01:15
380,tbar_2,0 days 06:00:15
381,tbar_1,0 days 03:02:04
382,tbar_0,0 days 02:19:58
383,simfix_0,0 days 02:50:19
384,nopol_1,0 days 00:11:03
385,tbar_1,0 days 03:00:35
386,simfix_2,0 days 03:34:45
387,dynamoth_1,0 days 00:05:04
388,tbar_0,0 days 00:47:14
389,simfix_0,0 days 01:41:20
390,nopol_1,0 days 00:11:51
391,dynamoth_1,0 days 00:00:21
392,nopol_1,0 days 01:13:49
393,simfix_2,0 days 02:43:17
394,dynamoth_1,0 days 00:07:54
395,tbar_2,0 days 05:38:31
396,tbar_0,0 days 02:07:43
397,simfix_0,0 days 00:36:11
398,nopol_1,0 days 00:01:23
399,tbar_1,0 days 00:31:01
400,dynamoth_1,0 days 00:00:20
401,tbar_0,0 days 00:00:40
402,simfix_0,0 days 00:00:16
403,nopol_1,0 days 00:00:57
404,dynamoth_1,0 days 00:00:10
405,tbar_1,0 days 04:03:38
406,tbar_2,0 days 05:44:33
407,tbar_0,0 days 01:41:29
408,simfix_0,0 days 00:29:25
409,nopol_1,0 days 00:01:14
410,dynamoth_1,0 days 00:00:10
411,tbar_0,0 days 00:41:46
412,simfix_0,0 days 00:25:29
413,nopol_1,0 days 00:01:15
414,dynamoth_1,0 days 00:00:11
415,tbar_1,0 days 04:00:52
416,tbar_1,0 days 03:49:55
417,tbar_0,0 days 02:02:22
418,simfix_0,0 days 02:57:20
419,nopol_1,0 days 00:03:08
420,tbar_1,0 days 02:22:23
421,dynamoth_1,0 days 00:01:55
422,tbar_1,0 days 04:01:04
423,tbar_2,0 days 06:00:22
424,tbar_1,0 days 03:39:16
425,tbar_1,0 days 02:36:47
426,tbar_0,0 days 02:02:44
427,simfix_0,0 days 02:02:26
428,nopol_1,0 days 00:26:39
429,tbar_1,0 days 02:55:17
430,dynamoth_1,0 days 04:06:55
431,tbar_0,0 days 02:02:51
432,simfix_0,0 days 02:13:27
433,nopol_1,0 days 00:03:48
434,tbar_1,0 days 02:20:34
435,dynamoth_1,0 days 00:07:17
436,nopol_1,0 days 00:14:26
437,simfix_2,0 days 02:56:57
438,dynamoth_1,0 days 00:12:09
439,tbar_2,0 days 05:06:37
440,tbar_1,0 days 00:34:02
441,tbar_0,0 days 00:02:48
442,simfix_0,0 days 00:36:44
443,nopol_1,0 days 00:01:16
444,dynamoth_1,0 days 00:00:25
445,tbar_1,0 days 02:25:38
446,tbar_0,0 days 03:07:36
447,simfix_0,0 days 02:13:46
448,nopol_1,0 days 02:13:29
449,tbar_1,0 days 03:54:39
450,dynamoth_1,0 days 00:02:48
451,nopol_1,0 days 00:00:35
452,simfix_2,0 days 01:59:44
453,dynamoth_1,0 days 00:00:14
454,tbar_2,0 days 03:41:52
455,tbar_0,0 days 02:40:33
456,simfix_0,0 days 02:41:02
457,nopol_1,0 days 01:06:21
458,tbar_1,0 days 03:03:19
459,dynamoth_1,0 days 00:03:32
460,tbar_2,0 days 06:01:54
461,tbar_1,0 days 03:41:36
462,tbar_0,0 days 02:03:24
463,simfix_0,0 days 05:40:14
464,nopol_1,0 days 00:52:17
465,tbar_1,0 days 01:36:42
466,dynamoth_1,0 days 00:23:25
467,tbar_0,0 days 00:04:48
468,simfix_0,0 days 02:00:26
469,nopol_1,0 days 00:01:31
470,dynamoth_1,0 days 00:00:11
471,tbar_0,0 days 02:15:58
472,simfix_0,0 days 02:09:55
473,nopol_1,0 days 00:02:04
474,tbar_1,0 days 03:13:11
475,dynamoth_1,0 days 00:01:04
476,tbar_0,0 days 00:37:02
477,simfix_0,0 days 00:23:32
478,nopol_1,0 days 00:01:19
479,dynamoth_1,0 days 00:00:10
480,tbar_0,0 days 02:02:50
481,simfix_0,0 days 02:20:28
482,nopol_1,0 days 00:47:32
483,tbar_1,0 days 02:19:11
484,dynamoth_1,0 days 00:00:12
485,tbar_0,0 days 02:03:04
486,simfix_0,0 days 02:17:56
487,nopol_1,0 days 00:01:17
488,tbar_1,0 days 02:20:29
489,simfix_2,0 days 03:51:07
490,dynamoth_1,0 days 00:00:31
491,tbar_1,0 days 02:38:07
492,tbar_0,0 days 02:01:58
493,simfix_0,0 days 02:02:10
494,nopol_1,0 days 00:01:21
495,tbar_1,0 days 01:33:27
496,dynamoth_1,0 days 00:00:07
497,tbar_0,0 days 02:01:01
498,simfix_0,0 days 02:01:20
499,nopol_1,0 days 00:01:38
500,tbar_1,0 days 01:17:10
501,dynamoth_1,0 days 00:00:07
502,tbar_1,0 days 03:40:17
503,tbar_0,0 days 02:02:51
504,simfix_0,0 days 02:38:32
505,nopol_1,0 days 00:05:54
506,tbar_1,0 days 02:20:08
507,simfix_2,0 days 04:55:09
508,dynamoth_1,0 days 00:01:03
509,tbar_0,0 days 00:00:43
510,simfix_0,0 days 00:00:15
511,nopol_1,0 days 00:01:26
512,dynamoth_1,0 days 00:00:11
513,tbar_0,0 days 02:33:09
514,simfix_0,0 days 00:20:02
515,nopol_1,0 days 00:14:36
516,tbar_1,0 days 00:52:06
517,dynamoth_1,0 days 00:01:30
518,tbar_0,0 days 02:01:49
519,simfix_0,0 days 02:01:59
520,nopol_1,0 days 00:01:46
521,tbar_1,0 days 02:14:22
522,simfix_2,0 days 02:51:21
523,dynamoth_1,0 days 00:00:22
524,nopol_1,0 days 00:16:11
525,simfix_2,0 days 04:59:24
526,dynamoth_1,0 days 00:19:08
527,tbar_2,0 days 04:21:26
528,tbar_0,0 days 02:35:07
529,simfix_0,0 days 02:57:55
530,nopol_1,0 days 00:36:33
531,tbar_1,0 days 02:49:06
532,dynamoth_1,0 days 00:01:11
533,tbar_1,0 days 03:43:55
534,tbar_0,0 days 02:02:26
535,simfix_0,0 days 02:09:43
536,nopol_1,0 days 00:01:05
537,tbar_1,0 days 02:10:54
538,dynamoth_1,0 days 00:00:17
539,tbar_1,0 days 04:01:15
540,tbar_2,0 days 06:00:18
541,tbar_1,0 days 03:12:43
542,nopol_1,0 days 00:09:52
543,simfix_2,0 days 03:20:58
544,dynamoth_1,0 days 00:18:19
545,tbar_2,0 days 05:15:19
546,nopol_1,0 days 00:07:46
547,simfix_2,0 days 04:39:07
548,dynamoth_1,0 days 00:25:40
549,tbar_2,0 days 05:23:20
550,tbar_1,0 days 03:40:34
551,tbar_0,0 days 01:16:22
552,simfix_0,0 days 00:22:10
553,nopol_1,0 days 00:02:23
554,dynamoth_1,0 days 01:11:00
555,tbar_1,0 days 00:09:12
556,tbar_0,0 days 01:34:30
557,simfix_0,0 days 02:01:14
558,nopol_1,0 days 00:01:11
559,simfix_2,0 days 03:36:22
560,dynamoth_1,0 days 00:00:07
561,tbar_1,0 days 04:01:16
562,tbar_2,0 days 06:00:22
563,tbar_1,0 days 03:39:10
564,nopol_1,0 days 00:15:15
565,simfix_2,0 days 03:56:34
566,dynamoth_1,0 days 00:06:06
567,tbar_2,0 days 05:55:23
568,tbar_0,0 days 02:03:06
569,simfix_0,0 days 02:02:30
570,nopol_1,0 days 00:02:23
571,tbar_1,0 days 01:48:16
572,simfix_2,0 days 02:40:15
573,dynamoth_1,0 days 00:00:24
574,tbar_0,0 days 02:04:20
575,simfix_0,0 days 02:03:13
576,nopol_1,0 days 01:04:56
577,tbar_1,0 days 02:40:48
578,dynamoth_1,0 days 02:40:42
579,tbar_0,0 days 00:00:26
580,simfix_0,0 days 00:15:10
581,nopol_1,0 days 00:01:15
582,dynamoth_1,0 days 00:00:21
583,tbar_1,0 days 02:50:44
584,tbar_0,0 days 02:08:53
585,simfix_0,0 days 02:19:31
586,nopol_1,0 days 00:03:09
587,tbar_1,0 days 01:32:00
588,dynamoth_1,0 days 00:02:03
589,tbar_0,0 days 02:04:18
590,simfix_0,0 days 02:56:47
591,nopol_1,0 days 00:01:06
592,tbar_1,0 days 00:24:06
593,dynamoth_1,0 days 00:00:15
594,tbar_0,0 days 02:06:17
595,simfix_0,0 days 01:48:25
596,nopol_1,0 days 00:01:27
597,tbar_1,0 days 00:35:55
598,dynamoth_1,0 days 00:00:19
599,tbar_0,0 days 02:02:38
600,simfix_0,0 days 02:02:25
601,nopol_1,0 days 00:00:59
602,tbar_1,0 days 02:17:07
603,dynamoth_1,0 days 00:00:28
604,tbar_0,0 days 03:25:58
605,simfix_0,0 days 03:14:18
606,nopol_1,0 days 00:14:46
607,tbar_1,0 days 02:58:49
608,dynamoth_1,0 days 00:02:48
609,tbar_0,0 days 00:56:39
610,simfix_0,0 days 00:18:58
611,nopol_1,0 days 00:00:56
612,dynamoth_1,0 days 00:00:05
613,tbar_1,0 days 03:45:34
614,nopol_1,0 days 00:32:18
615,simfix_2,0 days 01:02:44
616,dynamoth_1,0 days 00:17:34
617,tbar_2,0 days 04:51:54
618,tbar_0,0 days 02:02:12
619,simfix_0,0 days 02:02:30
620,nopol_1,0 days 00:02:41
621,tbar_1,0 days 00:31:44
622,dynamoth_1,0 days 00:00:16
623,tbar_1,0 days 00:00:10
624,tbar_2,0 days 06:00:47
625,tbar_2,0 days 06:11:52
626,tbar_1,0 days 03:26:44
627,simfix_2,0 days 06:02:41
628,tbar_1,0 days 03:42:42
629,tbar_1,0 days 02:56:01
630,simfix_2,0 days 04:35:23
631,tbar_0,0 days 00:12:49
632,simfix_0,0 days 00:01:44
633,nopol_1,0 days 00:01:36
634,dynamoth_1,0 days 00:00:13
635,tbar_1,0 days 02:32:32
636,tbar_0,0 days 02:05:50
637,simfix_0,0 days 02:23:04
638,nopol_1,0 days 00:01:31
639,tbar_1,0 days 01:06:03
640,dynamoth_1,0 days 00:00:08
641,tbar_1,0 days 01:25:43
642,tbar_0,0 days 02:01:59
643,simfix_0,0 days 02:25:36
644,nopol_1,0 days 00:01:39
645,tbar_1,0 days 01:11:31
646,dynamoth_1,0 days 00:00:09
647,tbar_0,0 days 02:03:00
648,simfix_0,0 days 02:10:54
649,nopol_1,0 days 00:01:53
650,tbar_1,0 days 02:19:27
651,dynamoth_1,0 days 00:00:46
652,tbar_1,0 days 04:02:39
653,tbar_2,0 days 06:01:38
654,nopol_1,0 days 00:12:15
655,simfix_2,0 days 01:23:37
656,dynamoth_1,0 days 00:04:52
657,tbar_2,0 days 05:13:29
658,tbar_1,0 days 03:44:58
659,nopol_1,0 days 00:11:21
660,simfix_2,0 days 05:07:59
661,dynamoth_1,0 days 00:19:23
662,tbar_2,0 days 05:29:10
663,tbar_0,0 days 00:13:49
664,simfix_0,0 days 00:01:02
665,nopol_1,0 days 00:16:39
666,dynamoth_1,0 days 00:10:59
667,tbar_0,0 days 02:02:47
668,simfix_0,0 days 02:06:42
669,nopol_1,0 days 00:46:48
670,tbar_1,0 days 02:19:44
671,dynamoth_1,0 days 02:35:43
672,tbar_1,0 days 02:22:52
673,nopol_1,0 days 02:18:25
674,simfix_2,0 days 03:49:02
675,dynamoth_1,0 days 00:07:55
676,tbar_2,0 days 06:00:13
677,tbar_0,0 days 02:03:03
678,simfix_0,0 days 02:17:30
679,nopol_1,0 days 00:01:44
680,dynamoth_1,0 days 00:05:48
